app_name,user_name,rating,review,thumbs_up,date,casefolded_review,tokenize_review,review_tanpa_tanda_baca,review_tanpa_spasi,normalized_review,review_tanpa_stopwords,stemmed_review,cleaned_review
Duolingo,Yendi Sujatman,5,aplikasi yng bagus,0,10/9/2025,aplikasi yang bagus,"['aplikasi', 'yang', 'bagus']","['aplikasi', 'yang', 'bagus']","['aplikasi', 'yang', 'bagus']","['aplikasi', 'yang', 'bagus']","['aplikasi', 'bagus']","['aplikasi', 'bagus']","['aplikasi', 'bagus']"
Duolingo,Pakde Bejo,4,mantap lumayan membantu,0,10/9/2025,mantap lumayan membantu,"['mantap', 'lumayan', 'membantu']","['mantap', 'lumayan', 'membantu']","['mantap', 'lumayan', 'membantu']","['mantap', 'lumayan', 'membantu']","['mantap', 'lumayan', 'membantu']","['mantap', 'lumayan', 'bantu']","['mantap', 'lumayan', 'bantu']"
Duolingo,Putri Mama papa,5,Kenapa sekarang nambah hati nya gabisa make latihannnn????????????,0,10/9/2025,kenapa sekarang nambah hatinya gabisa make latihannnn????????????,"['kenapa', 'sekarang', 'nambah', 'hatinya', 'gabisa', 'make', 'latihannnn', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']","['kenapa', 'sekarang', 'nambah', 'hatinya', 'gabisa', 'make', 'latihannnn', '', '', '', '', '', '', '', '', '', '', '', '']","['kenapa', 'sekarang', 'nambah', 'hatinya', 'gabisa', 'make', 'latihannnn', '', '', '', '', '', '', '', '', '', '', '', '']","['kenapa', 'sekarang', 'nambah', 'hatinya', 'tidak bisa', 'make', 'latihan', '', '', '', '', '', '', '', '', '', '', '', '']","['nambah', 'hatinya', 'tidak bisa', 'make', 'latihan', '', '', '', '', '', '', '', '', '', '', '', '']","['nambah', 'hati', 'tidak bisa', 'make', 'latih', '', '', '', '', '', '', '', '', '', '', '', '']","['nambah', 'hati', 'tidak bisa', 'make', 'latih']"
Duolingo,kaspul pul,5,seru,0,10/9/2025,seru,['seru'],['seru'],['seru'],['seru'],['seru'],['seru'],['seru']
Duolingo,Cool Boys,5,"Duolingo ini sangat bagus,dan sangat membantu saya buat belajar bahasa,dan saya udah lumayan banyak bisa bahasa nya,rekomendasi banget sih apk Duolingo ini",0,10/9/2025,"duolingo ini sangat bagus,dan sangat membantu saya buat belajar bahasa,dan saya udah lumayan banyak bisa bahasanya,rekomendasi banget sih apk duolingo ini","['duolingo', 'ini', 'sangat', 'bagus', ',', 'dan', 'sangat', 'membantu', 'saya', 'buat', 'belajar', 'bahasa', ',', 'dan', 'saya', 'udah', 'lumayan', 'banyak', 'bisa', 'bahasanya', ',', 'rekomendasi', 'banget', 'sih', 'apk', 'duolingo', 'ini']","['duolingo', 'ini', 'sangat', 'bagus', '', 'dan', 'sangat', 'membantu', 'saya', 'buat', 'belajar', 'bahasa', '', 'dan', 'saya', 'udah', 'lumayan', 'banyak', 'bisa', 'bahasanya', '', 'rekomendasi', 'banget', 'sih', 'apk', 'duolingo', 'ini']","['duolingo', 'ini', 'sangat', 'bagus', '', 'dan', 'sangat', 'membantu', 'saya', 'buat', 'belajar', 'bahasa', '', 'dan', 'saya', 'udah', 'lumayan', 'banyak', 'bisa', 'bahasanya', '', 'rekomendasi', 'banget', 'sih', 'apk', 'duolingo', 'ini']","['duolingo', 'ini', 'sangat', 'bagus', '', 'dan', 'sangat', 'membantu', 'saya', 'buat', 'belajar', 'bahasa', '', 'dan', 'saya', 'sudah', 'lumayan', 'banyak', 'bisa', 'bahasanya', '', 'rekomendasi', 'banget', 'sih', 'aplikasi', 'duolingo', 'ini']","['duolingo', 'bagus', '', 'membantu', 'belajar', 'bahasa', '', 'lumayan', 'bahasanya', '', 'rekomendasi', 'banget', 'sih', 'aplikasi', 'duolingo']","['duolingo', 'bagus', '', 'bantu', 'ajar', 'bahasa', '', 'lumayan', 'bahasa', '', 'rekomendasi', 'banget', 'sih', 'aplikasi', 'duolingo']","['bagus', 'bantu', 'ajar', 'bahasa', 'lumayan', 'bahasa', 'rekomendasi', 'banget', 'aplikasi']"
Duolingo,Chiko Damara,5,bgs bisa melatih kita ayo segera download,0,10/9/2025,bgs bisa melatih kita ayo segera download,"['bgs', 'bisa', 'melatih', 'kita', 'ayo', 'segera', 'download']","['bgs', 'bisa', 'melatih', 'kita', 'ayo', 'segera', 'download']","['bgs', 'bisa', 'melatih', 'kita', 'ayo', 'segera', 'download']","['bagus', 'bisa', 'melatih', 'kita', 'ayo', 'segera', 'download']","['bagus', 'melatih', 'ayo', 'download']","['bagus', 'latih', 'ayo', 'download']","['bagus', 'latih', 'ayo', 'download']"
Duolingo,Aku farhan,5,aku udah sedikit lancar berbahasa Inggris jadi aku bisa berbicara kepada bule inggris eh eh eh 😅😅,0,10/9/2025,aku udah sedikit lancar berbahasa inggris jadi aku bisa berbicara kepada bule inggris eh eh eh 😅😅,"['aku', 'udah', 'sedikit', 'lancar', 'berbahasa', 'inggris', 'jadi', 'aku', 'bisa', 'berbicara', 'kepada', 'bule', 'inggris', 'eh', 'eh', 'eh', '😅😅']","['aku', 'udah', 'sedikit', 'lancar', 'berbahasa', 'inggris', 'jadi', 'aku', 'bisa', 'berbicara', 'kepada', 'bule', 'inggris', 'eh', 'eh', 'eh', '😅😅']","['aku', 'udah', 'sedikit', 'lancar', 'berbahasa', 'inggris', 'jadi', 'aku', 'bisa', 'berbicara', 'kepada', 'bule', 'inggris', 'eh', 'eh', 'eh', '😅😅']","['aku', 'sudah', 'sedikit', 'lancar', 'berbahasa', 'inggris', 'jadi', 'aku', 'bisa', 'berbicara', 'kepada', 'bule', 'inggris', 'eh', 'eh', 'eh', '😅😅']","['lancar', 'berbahasa', 'inggris', 'berbicara', 'bule', 'inggris', 'eh', 'eh', 'eh', '😅😅']","['lancar', 'bahasa', 'inggris', 'bicara', 'bule', 'inggris', 'eh', 'eh', 'eh', '']","['lancar', 'bahasa', 'inggris', 'bicara', 'bule', 'inggris']"
Duolingo,Zaky Raditya Abdullah,5,game ini sangat bagus untuk saya👍,0,10/9/2025,game ini sangat bagus untuk saya👍,"['game', 'ini', 'sangat', 'bagus', 'untuk', 'saya👍']","['game', 'ini', 'sangat', 'bagus', 'untuk', 'saya👍']","['game', 'ini', 'sangat', 'bagus', 'untuk', 'saya👍']","['game', 'ini', 'sangat', 'bagus', 'untuk', 'saya👍']","['game', 'bagus', 'saya👍']","['game', 'bagus', 'saya']","['game', 'bagus', 'saya']"
Duolingo,Raden Agung Parwanto,5,bagussss,0,10/9/2025,bagussss,['bagussss'],['bagussss'],['bagussss'],['bagus'],['bagus'],['bagus'],['bagus']
Duolingo,Alexander Lubis,4,aku jadi lebih pintar,0,10/9/2025,aku jadi lebih pintar,"['aku', 'jadi', 'lebih', 'pintar']","['aku', 'jadi', 'lebih', 'pintar']","['aku', 'jadi', 'lebih', 'pintar']","['aku', 'jadi', 'lebih', 'pintar']",['pintar'],['pintar'],['pintar']
Duolingo,Gemoy Nemen,5,"jadi mudah paham bahasa inggris,soalnya aku gak bisa bahasa inggris 😔",0,10/9/2025,"jadi mudah paham bahasa inggris,soalnya aku gak bisa bahasa inggris 😔","['jadi', 'mudah', 'paham', 'bahasa', 'inggris', ',', 'soalnya', 'aku', 'gak', 'bisa', 'bahasa', 'inggris', '😔']","['jadi', 'mudah', 'paham', 'bahasa', 'inggris', '', 'soalnya', 'aku', 'gak', 'bisa', 'bahasa', 'inggris', '😔']","['jadi', 'mudah', 'paham', 'bahasa', 'inggris', '', 'soalnya', 'aku', 'gak', 'bisa', 'bahasa', 'inggris', '😔']","['jadi', 'mudah', 'paham', 'bahasa', 'inggris', '', 'soalnya', 'aku', 'tidak', 'bisa', 'bahasa', 'inggris', '😔']","['mudah', 'paham', 'bahasa', 'inggris', '', 'bahasa', 'inggris', '😔']","['mudah', 'paham', 'bahasa', 'inggris', '', 'bahasa', 'inggris', '']","['mudah', 'paham', 'bahasa', 'inggris', 'bahasa', 'inggris']"
Duolingo,Syakira,5,sangat bagus,0,10/9/2025,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']",['bagus'],['bagus'],['bagus']
Duolingo,Roger Afs,4,lumayan,0,10/9/2025,lumayan,['lumayan'],['lumayan'],['lumayan'],['lumayan'],['lumayan'],['lumayan'],['lumayan']
Duolingo,Afda Argani,5,sangat membantu saya dalam penghafalan bahasa inggris,0,10/9/2025,sangat membantu saya dalam penghafalan bahasa inggris,"['sangat', 'membantu', 'saya', 'dalam', 'penghafalan', 'bahasa', 'inggris']","['sangat', 'membantu', 'saya', 'dalam', 'penghafalan', 'bahasa', 'inggris']","['sangat', 'membantu', 'saya', 'dalam', 'penghafalan', 'bahasa', 'inggris']","['sangat', 'membantu', 'saya', 'dalam', 'penghafalan', 'bahasa', 'inggris']","['membantu', 'penghafalan', 'bahasa', 'inggris']","['bantu', 'hafal', 'bahasa', 'inggris']","['bantu', 'hafal', 'bahasa', 'inggris']"
Duolingo,Andry Surbakti,5,mantappp,0,10/9/2025,mantappp,['mantappp'],['mantappp'],['mantappp'],['mantap'],['mantap'],['mantap'],['mantap']
Duolingo,Khaira Clinic,1,akuu mau bayar super duolingo tapi gabisa katanya terjadi kesalahan,0,10/9/2025,akuu mau bayar super duolingo tapi gabisa katanya terjadi kesalahan,"['akuu', 'mau', 'bayar', 'super', 'duolingo', 'tapi', 'gabisa', 'katanya', 'terjadi', 'kesalahan']","['akuu', 'mau', 'bayar', 'super', 'duolingo', 'tapi', 'gabisa', 'katanya', 'terjadi', 'kesalahan']","['akuu', 'mau', 'bayar', 'super', 'duolingo', 'tapi', 'gabisa', 'katanya', 'terjadi', 'kesalahan']","['akuu', 'mau', 'bayar', 'super', 'duolingo', 'tapi', 'tidak bisa', 'katanya', 'terjadi', 'kesalahan']","['akuu', 'bayar', 'super', 'duolingo', 'tidak bisa', 'kesalahan']","['akuu', 'bayar', 'super', 'duolingo', 'tidak bisa', 'salah']","['akuu', 'bayar', 'super', 'tidak bisa', 'salah']"
Duolingo,Rofik Maliani,4,bagus,0,10/9/2025,bagus,['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],['bagus']
Duolingo,Gebby Gabriela,5,ASIK IH,0,10/9/2025,asik ih,"['asik', 'ih']","['asik', 'ih']","['asik', 'ih']","['asik', 'ih']","['asik', 'ih']","['asik', 'ih']",['asik']
Duolingo,Lia Fatmawati,5,so amazing,0,10/9/2025,so amazing,"['so', 'amazing']","['so', 'amazing']","['so', 'amazing']","['so', 'amazing']","['so', 'amazing']","['so', 'amazing']",['amazing']
Duolingo,Gaszz Slebeww,4,sangat berguna,0,10/9/2025,sangat berguna,"['sangat', 'berguna']","['sangat', 'berguna']","['sangat', 'berguna']","['sangat', 'berguna']",['berguna'],['guna'],['guna']
Duolingo,Latifatul Zahro,5,oke saja,0,10/9/2025,oke saja,"['oke', 'saja']","['oke', 'saja']","['oke', 'saja']","['oke', 'saja']",['oke'],['oke'],['oke']
Duolingo,Zeinnita Lbs,5,ini bisa mengajari kalian lebih cepat menguasai kosakata bagi yang pemula dan lebih menyenangkan karena ini bukan belajar yang nyiksa gitu,0,10/9/2025,ini bisa mengajari kalian lebih cepat menguasai kosakata bagi yang pemula dan lebih menyenangkan karena ini bukan belajar yang nyiksa gitu,"['ini', 'bisa', 'mengajari', 'kalian', 'lebih', 'cepat', 'menguasai', 'kosakata', 'bagi', 'yang', 'pemula', 'dan', 'lebih', 'menyenangkan', 'karena', 'ini', 'bukan', 'belajar', 'yang', 'nyiksa', 'gitu']","['ini', 'bisa', 'mengajari', 'kalian', 'lebih', 'cepat', 'menguasai', 'kosakata', 'bagi', 'yang', 'pemula', 'dan', 'lebih', 'menyenangkan', 'karena', 'ini', 'bukan', 'belajar', 'yang', 'nyiksa', 'gitu']","['ini', 'bisa', 'mengajari', 'kalian', 'lebih', 'cepat', 'menguasai', 'kosakata', 'bagi', 'yang', 'pemula', 'dan', 'lebih', 'menyenangkan', 'karena', 'ini', 'bukan', 'belajar', 'yang', 'nyiksa', 'gitu']","['ini', 'bisa', 'mengajari', 'kalian', 'lebih', 'cepat', 'menguasai', 'kosakata', 'bagi', 'yang', 'pemula', 'dan', 'lebih', 'menyenangkan', 'karena', 'ini', 'bukan', 'belajar', 'yang', 'nyiksa', 'gitu']","['mengajari', 'cepat', 'menguasai', 'kosakata', 'pemula', 'menyenangkan', 'belajar', 'nyiksa', 'gitu']","['ajar', 'cepat', 'kuasa', 'kosakata', 'mula', 'senang', 'ajar', 'nyiksa', 'gitu']","['ajar', 'cepat', 'kuasa', 'kosakata', 'mula', 'senang', 'ajar', 'nyiksa', 'gitu']"
Duolingo,Alkahfi Kafi,5,cukup membantu,0,10/9/2025,cukup membantu,"['cukup', 'membantu']","['cukup', 'membantu']","['cukup', 'membantu']","['cukup', 'membantu']",['membantu'],['bantu'],['bantu']
Duolingo,gede bae,5,aplikasi belanja yang bagus dan lucu,0,10/9/2025,aplikasi belanja yang bagus dan lucu,"['aplikasi', 'belanja', 'yang', 'bagus', 'dan', 'lucu']","['aplikasi', 'belanja', 'yang', 'bagus', 'dan', 'lucu']","['aplikasi', 'belanja', 'yang', 'bagus', 'dan', 'lucu']","['aplikasi', 'belanja', 'yang', 'bagus', 'dan', 'lucu']","['aplikasi', 'belanja', 'bagus', 'lucu']","['aplikasi', 'belanja', 'bagus', 'lucu']","['aplikasi', 'belanja', 'bagus', 'lucu']"
Duolingo,fatan 1212,5,ini bisa untuk jadi cerdas,0,10/9/2025,ini bisa untuk jadi cerdas,"['ini', 'bisa', 'untuk', 'jadi', 'cerdas']","['ini', 'bisa', 'untuk', 'jadi', 'cerdas']","['ini', 'bisa', 'untuk', 'jadi', 'cerdas']","['ini', 'bisa', 'untuk', 'jadi', 'cerdas']",['cerdas'],['cerdas'],['cerdas']
Duolingo,Dyanita Hasri,5,aplikasi ini sangat bagus,0,10/9/2025,aplikasi ini sangat bagus,"['aplikasi', 'ini', 'sangat', 'bagus']","['aplikasi', 'ini', 'sangat', 'bagus']","['aplikasi', 'ini', 'sangat', 'bagus']","['aplikasi', 'ini', 'sangat', 'bagus']","['aplikasi', 'bagus']","['aplikasi', 'bagus']","['aplikasi', 'bagus']"
Duolingo,Siva RahmaDani,5,karna bisa mengajarkan saya berbahasa inggris dengan lancar,0,10/9/2025,karna bisa mengajarkan saya berbahasa inggris dengan lancar,"['karna', 'bisa', 'mengajarkan', 'saya', 'berbahasa', 'inggris', 'dengan', 'lancar']","['karna', 'bisa', 'mengajarkan', 'saya', 'berbahasa', 'inggris', 'dengan', 'lancar']","['karna', 'bisa', 'mengajarkan', 'saya', 'berbahasa', 'inggris', 'dengan', 'lancar']","['karena', 'bisa', 'mengajarkan', 'saya', 'berbahasa', 'inggris', 'dengan', 'lancar']","['mengajarkan', 'berbahasa', 'inggris', 'lancar']","['ajar', 'bahasa', 'inggris', 'lancar']","['ajar', 'bahasa', 'inggris', 'lancar']"
Duolingo,Santi Prihatini,5,seruuu,0,10/9/2025,seruuu,['seruuu'],['seruuu'],['seruuu'],['seru'],['seru'],['seru'],['seru']
Duolingo,Toko Mbak fitri,5,lebih mudah,0,10/9/2025,lebih mudah,"['lebih', 'mudah']","['lebih', 'mudah']","['lebih', 'mudah']","['lebih', 'mudah']",['mudah'],['mudah'],['mudah']
Duolingo,Yasin Isa,5,ini bikin saya pintar dan boleh di main kan wow kamu keren duolingo,0,10/9/2025,ini bikin saya pintar dan boleh di mainkan wow kamu keren duolingo,"['ini', 'bikin', 'saya', 'pintar', 'dan', 'boleh', 'di', 'mainkan', 'wow', 'kamu', 'keren', 'duolingo']","['ini', 'bikin', 'saya', 'pintar', 'dan', 'boleh', 'di', 'mainkan', 'wow', 'kamu', 'keren', 'duolingo']","['ini', 'bikin', 'saya', 'pintar', 'dan', 'boleh', 'di', 'mainkan', 'wow', 'kamu', 'keren', 'duolingo']","['ini', 'bikin', 'saya', 'pintar', 'dan', 'boleh', 'di', 'mainkan', 'wow', 'kamu', 'keren', 'duolingo']","['bikin', 'pintar', 'mainkan', 'wow', 'keren', 'duolingo']","['bikin', 'pintar', 'main', 'wow', 'keren', 'duolingo']","['bikin', 'pintar', 'main', 'wow', 'keren']"
Duolingo,Nayy Rdwn,5,karena bikin saya tau semua tentang bahasa inggris dari sebelum nye gak pandai jadi pandai😍😍😍,0,10/9/2025,karena bikin saya tau semua tentang bahasa inggris dari sebelum nye gak pandai jadi pandai😍😍😍,"['karena', 'bikin', 'saya', 'tau', 'semua', 'tentang', 'bahasa', 'inggris', 'dari', 'sebelum', 'nye', 'gak', 'pandai', 'jadi', 'pandai😍😍😍']","['karena', 'bikin', 'saya', 'tau', 'semua', 'tentang', 'bahasa', 'inggris', 'dari', 'sebelum', 'nye', 'gak', 'pandai', 'jadi', 'pandai😍😍😍']","['karena', 'bikin', 'saya', 'tau', 'semua', 'tentang', 'bahasa', 'inggris', 'dari', 'sebelum', 'nye', 'gak', 'pandai', 'jadi', 'pandai😍😍😍']","['karena', 'bikin', 'saya', 'tau', 'semua', 'tentang', 'bahasa', 'inggris', 'dari', 'sebelum', 'nye', 'tidak', 'pandai', 'jadi', 'pandai😍😍😍']","['bikin', 'tau', 'bahasa', 'inggris', 'nye', 'pandai', 'pandai😍😍😍']","['bikin', 'tau', 'bahasa', 'inggris', 'nye', 'pandai', 'pandai']","['bikin', 'tau', 'bahasa', 'inggris', 'nye', 'pandai', 'pandai']"
Duolingo,Fardan Akram,5,saya mulai bisa berbahasa Inggris sejak menggunakan Duolingo 😊😊,0,10/9/2025,saya mulai bisa berbahasa inggris sejak menggunakan duolingo 😊😊,"['saya', 'mulai', 'bisa', 'berbahasa', 'inggris', 'sejak', 'menggunakan', 'duolingo', '😊😊']","['saya', 'mulai', 'bisa', 'berbahasa', 'inggris', 'sejak', 'menggunakan', 'duolingo', '😊😊']","['saya', 'mulai', 'bisa', 'berbahasa', 'inggris', 'sejak', 'menggunakan', 'duolingo', '😊😊']","['saya', 'mulai', 'bisa', 'berbahasa', 'inggris', 'sejak', 'menggunakan', 'duolingo', '😊😊']","['berbahasa', 'inggris', 'duolingo', '😊😊']","['bahasa', 'inggris', 'duolingo', '']","['bahasa', 'inggris']"
Duolingo,Ndes Deswara,5,bagus untuk belajar bahasa apapun!!,0,10/9/2025,bagus untuk belajar bahasa apapun!!,"['bagus', 'untuk', 'belajar', 'bahasa', 'apapun', '!', '!']","['bagus', 'untuk', 'belajar', 'bahasa', 'apapun', '', '']","['bagus', 'untuk', 'belajar', 'bahasa', 'apapun', '', '']","['bagus', 'untuk', 'belajar', 'bahasa', 'apapun', '', '']","['bagus', 'belajar', 'bahasa', 'apapun', '', '']","['bagus', 'ajar', 'bahasa', 'apa', '', '']","['bagus', 'ajar', 'bahasa']"
Duolingo,Haekal Mirza Alfarisi,5,sangat bagus,0,10/9/2025,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']",['bagus'],['bagus'],['bagus']
Duolingo,Bara Desetya Rini,5,"aplikasi ini sangat membantuku untuk belajar bahasa asing, salah satunya bahasa jepang... karena, bahasa jepang ada di sekolah ku, jadi selain belajar di sekolah, aku juga bisa belajar di hp... makasih duolingo udah membantu tentang pengetahuan kosakata bahasa asing",0,10/9/2025,"aplikasi ini sangat membantuku untuk belajar bahasa asing, salah satunya bahasa jepang... karena, bahasa jepang ada di sekolah ku, jadi selain belajar di sekolah, aku juga bisa belajar di hp... makasih duolingo udah membantu tentang pengetahuan kosakata bahasa asing","['aplikasi', 'ini', 'sangat', 'membantuku', 'untuk', 'belajar', 'bahasa', 'asing', ',', 'salah', 'satunya', 'bahasa', 'jepang', '...', 'karena', ',', 'bahasa', 'jepang', 'ada', 'di', 'sekolah', 'ku', ',', 'jadi', 'selain', 'belajar', 'di', 'sekolah', ',', 'aku', 'juga', 'bisa', 'belajar', 'di', 'hp', '...', 'makasih', 'duolingo', 'udah', 'membantu', 'tentang', 'pengetahuan', 'kosakata', 'bahasa', 'asing']","['aplikasi', 'ini', 'sangat', 'membantuku', 'untuk', 'belajar', 'bahasa', 'asing', '', 'salah', 'satunya', 'bahasa', 'jepang', '', 'karena', '', 'bahasa', 'jepang', 'ada', 'di', 'sekolah', 'ku', '', 'jadi', 'selain', 'belajar', 'di', 'sekolah', '', 'aku', 'juga', 'bisa', 'belajar', 'di', 'hp', '', 'makasih', 'duolingo', 'udah', 'membantu', 'tentang', 'pengetahuan', 'kosakata', 'bahasa', 'asing']","['aplikasi', 'ini', 'sangat', 'membantuku', 'untuk', 'belajar', 'bahasa', 'asing', '', 'salah', 'satunya', 'bahasa', 'jepang', '', 'karena', '', 'bahasa', 'jepang', 'ada', 'di', 'sekolah', 'ku', '', 'jadi', 'selain', 'belajar', 'di', 'sekolah', '', 'aku', 'juga', 'bisa', 'belajar', 'di', 'hp', '', 'makasih', 'duolingo', 'udah', 'membantu', 'tentang', 'pengetahuan', 'kosakata', 'bahasa', 'asing']","['aplikasi', 'ini', 'sangat', 'membantuku', 'untuk', 'belajar', 'bahasa', 'asing', '', 'salah', 'satunya', 'bahasa', 'jepang', '', 'karena', '', 'bahasa', 'jepang', 'ada', 'di', 'sekolah', 'saya', '', 'jadi', 'selain', 'belajar', 'di', 'sekolah', '', 'aku', 'juga', 'bisa', 'belajar', 'di', 'hp', '', 'makasih', 'duolingo', 'sudah', 'membantu', 'tentang', 'pengetahuan', 'kosakata', 'bahasa', 'asing']","['aplikasi', 'membantuku', 'belajar', 'bahasa', 'asing', '', 'salah', 'satunya', 'bahasa', 'jepang', '', '', 'bahasa', 'jepang', 'sekolah', '', 'belajar', 'sekolah', '', 'belajar', 'hp', '', 'makasih', 'duolingo', 'membantu', 'pengetahuan', 'kosakata', 'bahasa', 'asing']","['aplikasi', 'bantu', 'ajar', 'bahasa', 'asing', '', 'salah', 'satu', 'bahasa', 'jepang', '', '', 'bahasa', 'jepang', 'sekolah', '', 'ajar', 'sekolah', '', 'ajar', 'hp', '', 'makasih', 'duolingo', 'bantu', 'tahu', 'kosakata', 'bahasa', 'asing']","['aplikasi', 'bantu', 'ajar', 'bahasa', 'asing', 'salah', 'satu', 'bahasa', 'jepang', 'bahasa', 'jepang', 'sekolah', 'ajar', 'sekolah', 'ajar', 'makasih', 'bantu', 'tahu', 'kosakata', 'bahasa', 'asing']"
Duolingo,Dzakiyya 2014,5,duolingo sangat bagus! aku menyukai duolingo🫶🫶,0,10/9/2025,duolingo sangat bagus! aku menyukai duolingo🫶🫶,"['duolingo', 'sangat', 'bagus', '!', 'aku', 'menyukai', 'duolingo🫶🫶']","['duolingo', 'sangat', 'bagus', '', 'aku', 'menyukai', 'duolingo🫶🫶']","['duolingo', 'sangat', 'bagus', '', 'aku', 'menyukai', 'duolingo🫶🫶']","['duolingo', 'sangat', 'bagus', '', 'aku', 'menyukai', 'duolingo🫶🫶']","['duolingo', 'bagus', '', 'menyukai', 'duolingo🫶🫶']","['duolingo', 'bagus', '', 'suka', 'duolingo']","['bagus', 'suka']"
Duolingo,Zaskia Mustika Mecca,4,Gak bisa masukkin skor ke linkedin,0,10/9/2025,gak bisa masukin skor ke linkedin,"['gak', 'bisa', 'masukin', 'skor', 'ke', 'linkedin']","['gak', 'bisa', 'masukin', 'skor', 'ke', 'linkedin']","['gak', 'bisa', 'masukin', 'skor', 'ke', 'linkedin']","['tidak', 'bisa', 'masukin', 'skor', 'ke', 'linkedin']","['masukin', 'skor', 'linkedin']","['masukin', 'skor', 'linkedin']","['masukin', 'skor', 'linkedin']"
Duolingo,Ketut Adinata,5,bagus,0,10/9/2025,bagus,['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],['bagus']
Duolingo,REY Bara,5,membantu,0,10/9/2025,membantu,['membantu'],['membantu'],['membantu'],['membantu'],['membantu'],['bantu'],['bantu']
Duolingo,Shakila Yasini Putri,5,bagus,0,10/9/2025,bagus,['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],['bagus']
Duolingo,Sen Cen,5,opsional,0,10/9/2025,opsional,['opsional'],['opsional'],['opsional'],['opsional'],['opsional'],['opsional'],['opsional']
Duolingo,Viqa Khairunisa,5,baguss,0,10/9/2025,baguss,['baguss'],['baguss'],['baguss'],['bagus'],['bagus'],['bagus'],['bagus']
Duolingo,Nakiano Gibran,5,bisa belajar sekaligus bermain,0,10/9/2025,bisa belajar sekaligus bermain,"['bisa', 'belajar', 'sekaligus', 'bermain']","['bisa', 'belajar', 'sekaligus', 'bermain']","['bisa', 'belajar', 'sekaligus', 'bermain']","['bisa', 'belajar', 'sekaligus', 'bermain']","['belajar', 'bermain']","['ajar', 'main']","['ajar', 'main']"
Duolingo,malang denpasar,5,bagus buat belajar,0,10/9/2025,bagus buat belajar,"['bagus', 'buat', 'belajar']","['bagus', 'buat', 'belajar']","['bagus', 'buat', 'belajar']","['bagus', 'buat', 'belajar']","['bagus', 'belajar']","['bagus', 'ajar']","['bagus', 'ajar']"
Duolingo,Velin,5,sangat bagus,0,10/9/2025,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']",['bagus'],['bagus'],['bagus']
Duolingo,Hadriyassa Febian,5,good,0,10/9/2025,good,['good'],['good'],['good'],['bagus'],['bagus'],['bagus'],['bagus']
Duolingo,Sabar Rudin,4,bagus si tapi aku salah terus,0,10/9/2025,bagus si tapi aku salah terus,"['bagus', 'si', 'tapi', 'aku', 'salah', 'terus']","['bagus', 'si', 'tapi', 'aku', 'salah', 'terus']","['bagus', 'si', 'tapi', 'aku', 'salah', 'terus']","['bagus', 'si', 'tapi', 'aku', 'salah', 'terus']","['bagus', 'si', 'salah']","['bagus', 'si', 'salah']","['bagus', 'salah']"
