app_name,rating,review,preprocessed_text,tf-idf_Logistic Regression,transformers_sentiment
Duolingo,4,sangat bagus sekali tapi sayangnya game ini online aku jadi tidak bisa bermain aplikasi belajar seru ini jika sedang offline ðŸ˜“ðŸ˜“ðŸ˜“,bagus sayang game online main aplikasi ajar seru offline,Positif,Negatif
Duolingo,5,gem ini seru mudah-mudahan lagih jawabannya dan aku suka dengan gem ini,game seru mudahmudahan lagih jawab suka game,Positif,Negatif
Duolingo,5,"woww , terimakasih telah membantuku dalam bahasa Inggris, jadi di sekolah ku aku dapat nilai seratus dari guru ku ! bagus banget , selain buat belajar bias jadi permainan",woww terimakasih bantu bahasa inggris sekolah nilai ratus guru bagus banget ajar bias main,Positif,Negatif
Duolingo,5,sangat bagus buat belajar bahasa china,bagus ajar bahasa china,Positif,Negatif
Duolingo,5,bisa membantu untuk belajar,bantu ajar,Positif,Negatif
Duolingo,5,sangat bagus sangat bermanfaat,bagus manfaat,Positif,Negatif
Duolingo,4,berguna banget buat belajar anak agar bisa belajar bahasa,guna banget ajar anak ajar bahasa,Positif,Negatif
Duolingo,5,makasih ya duolingo saya jadi lancar belajar inggris jadi usaha saya gak pernah berubah termakasih duolingo mantapppðŸ‘ðŸ‘ðŸ‘ðŸ‘,makasih lancar ajar inggris usaha ubah termakasih mantappp,Positif,Negatif
Duolingo,5,sangat cocok untuk belajar bahasa lain,cocok ajar bahasa,Positif,Negatif
Duolingo,5,sangat bagus,bagus,Positif,Negatif
Duolingo,5,karna duolingo aku jadi bisa bahasa Jepang ðŸ˜»ðŸ˜»ðŸ˜»,bahasa jepang,Positif,Positif
Duolingo,5,sangat bagus plikasi nya,bagus plikasinya,Positif,Negatif
Duolingo,5,sangat bagus dan sangat membantu untuk belajar bahasa lainnya,bagus bantu ajar bahasa,Positif,Negatif
Duolingo,5,bagus banget GG gaming banget 3 gaming uchiha,bagus banget gaming banget gaming uchiha,Positif,Negatif
Duolingo,5,bagus banget,bagus banget,Positif,Negatif
Duolingo,4,lumayan bagus sangat membantu,lumayan bagus bantu,Positif,Negatif
Duolingo,5,sangat bagus,bagus,Positif,Negatif
Duolingo,5,"menurut saya apk duolingo ini bagus,juga kosakatanya di ulangÂ² jadi mudah untuk menghafal..pokoknya debest bgt ðŸ‘ðŸ¥³ðŸ˜",aplikasi bagus kosakata ulang mudah hafal pokok debest banget,Positif,Negatif
Duolingo,5,aku sangat suka aplikasinya terimakasih ya udah dibuat,suka aplikasi terimakasih,Negatif,Negatif
Duolingo,5,bagus bisa buat anak anak belajar bahasa Inggris,bagus anak anak ajar bahasa inggris,Positif,Negatif
Duolingo,5,Duolingo membuat ak jad bisa bahasa Inggris Duolingo hebat,jad bahasa inggris hebat,Positif,Negatif
Duolingo,5,apk ini sangat bagus sekali kalian juga harus download ini,aplikasi bagus download,Positif,Negatif
Duolingo,5,media pembelajaran bahasa yang menyenagkan,media ajar bahasa menyenagkan,Positif,Negatif
Duolingo,5,seru belajar bahasa inggris mudah,seru ajar bahasa inggris mudah,Positif,Negatif
Duolingo,4,"bagus banget buat belajar bahasa luarðŸ˜ suka bgt,cuma energinya boros bgt,mau beli yg super tapi gaada uang,jadi harus nunggu beberapa jam dulu deh,tapi bagus kok,aku suka.",bagus banget ajar bahasa luar suka banget energi boros banget beli super gaada uang nunggu jam bagus suka,Positif,Negatif
Duolingo,5,keren,keren,Positif,Positif
Duolingo,5,bagus,bagus,Positif,Negatif
Duolingo,5,"gamsahabnida, akhirnya bisa belajar hangul gratis",gamsahabnida ajar hangul gratis,Negatif,Negatif
Duolingo,5,terbaik ðŸ‘ðŸ’¯,baik,Negatif,Positif
Duolingo,4,pembelajaran nya seru tapi karena saya sumbing jadi susah buat rekam audio nya,ajar seru sumbing susah rekam audio,Positif,Negatif
Duolingo,5,bagus banget buat pemula and yang mau melancarkan bahasa nya,bagus banget mula and lancar bahasa,Positif,Negatif
Duolingo,5,bisa saya belajar Inggris sangat yang terbaik menurut aku,ajar inggris baik,Positif,Positif
Duolingo,5,karna ini ak bisa bahasa Inggris ðŸ˜†ðŸ˜†,bahasa inggris,Positif,Positif
Duolingo,5,menyenangkan seru banget aku suka belajar di sini,senang seru banget suka ajar,Positif,Negatif
Duolingo,5,bagus banget,bagus banget,Positif,Negatif
Duolingo,5,saya jadi semngat belajar nyaa,semngat ajar nyaa,Negatif,Negatif
Duolingo,5,sangat membantu,bantu,Positif,Negatif
Duolingo,5,"ga nyangka dengan aplikasi ini bisa lepas dari game online, ditambah cara belajarnya seru, jadi asyik sendiri kalo udah pake aplikasi ini. thank you duolingo!",nyangka aplikasi lepas game online tambah ajar seru asik kalo pakai aplikasi thank you,Negatif,Positif
Duolingo,5,mantap,mantap,Negatif,Positif
Duolingo,5,Sangat menyenangkan edukatif,senang edukatif,Negatif,Positif
Duolingo,5,asli seru namge,asli seru namge,Positif,Negatif
Duolingo,5,"seru dan tidak susah sama sekali, pasti anak anak yang belajar disini akan suka",seru susah anak anak ajar suka,Positif,Negatif
Duolingo,5,bagus bangat aplikasi nyaaaaa,bagus bangat aplikasi nyaaaaa,Positif,Negatif
Duolingo,5,"Sangat membantu orang tolol seperti saya, sehingga bisa berbahasa inggris",bantu orang tolol bahasa inggris,Positif,Negatif
Duolingo,5,aplikasinya bagus banget GK ada yg ngebug cuyy kalian wajib download ini cuyy jadi aku kasih reting bintang ðŸŒŸ 5,aplikasi bagus banget ngebug cuyy wajib download cuyy kasih reting bintang,Positif,Negatif
Duolingo,4,lumayan lah bisa cepet ingat tapi kalau tapi jangan banyakin premium yah kaya apk edit sebelahðŸ—¿,lumayan cepat banyakin premium kaya aplikasi edit belah,Negatif,Negatif
Duolingo,5,sangant menyenangkan,sangant senang,Negatif,Positif
Duolingo,5,suka banget tiba-tiba jadi suka beljar bahasa Inggris setelah kenal aplikasi ini,suka banget tibatiba suka beljar bahasa inggris kenal aplikasi,Positif,Negatif
Duolingo,5,"asyik banget..soalnya banyak ngasah indra kita,ada storynya,ya pokoknya seru deh",asik banget ngasah indra storynya pokok seru,Positif,Negatif
Duolingo,5,KEREN,keren,Positif,Positif
Duolingo,5,mantap,mantap,Negatif,Positif
Duolingo,4,game yang sangat penting,game,Negatif,Positif
Duolingo,5,"seru bangettt, aku jadi bisa sedikitnya bahasa koreaa",seru banget bahasa koreaa,Positif,Negatif
Duolingo,1,bagus bangetðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»,bagus banget,Positif,Negatif
Duolingo,5,BAGUSSS,bagus,Positif,Negatif
Duolingo,5,aplikasi bagus mudah dipelajari,aplikasi bagus mudah ajar,Positif,Negatif
Duolingo,5,good aplikation,bagus aplikation,Positif,Negatif
Duolingo,5,sangat membantu penambahan untuk bahasa Inggris ku selain di sekolah.,bantu tambah bahasa inggris sekolah,Positif,Negatif
Duolingo,5,pelajaran ini membuat saya menjadi pintar,ajar pintar,Positif,Positif
Duolingo,5,"menurut saya ini sangat mendukung anak-anak untuk belajar terutama saya yang masi ditahap belajar,cara bacanya bagus,ga sepele gtu,dan mudah buat dipelajari ayo catat,dan pelajari berbagai bahasa!!! tapi tolong kurang-kurangin kaya lgbt di aplikasinya,saya tidak nyamanðŸ¥°",dukung anakanak ajar mas tahap ajar baca bagus sepele gtu mudah ajar ayo catat ajar bahasa tolong kurangkurangin kaya lgbt aplikasi nyaman,Positif,Negatif
Duolingo,5,Pake ni apk bisa langsung belajar bahasa apapun,pakai aplikasi langsung ajar bahasa,Negatif,Negatif
Duolingo,5,so nice bro,bagus bro,Positif,Negatif
Duolingo,5,"bagus dan mudah belajar bahasa Inggris,Terima kasih",bagus mudah ajar bahasa inggris terima kasih,Positif,Negatif
Duolingo,5,gamenya sangat seru sekali,gamenya seru,Positif,Negatif
Duolingo,5,karna bisa untuk belajar juga,ajar,Positif,Positif
Duolingo,5,menyenangkan,senang,Negatif,Positif
Duolingo,5,ganenya bagus banget,gamenya bagus banget,Positif,Negatif
Duolingo,5,sangat bagus dan mendidik untu anak anak atau orang yang mau belajar bahasa dari kata yang paling mudah di ingat dan di mengerti,bagus didik untu anak anak orang ajar bahasa mudah erti,Positif,Negatif
Duolingo,5,aplikasi yang bagus cocok untuk pemula dan bisa dipakai dimana saja perfect,aplikasi bagus cocok mula pakai mana perfect,Positif,Positif
Duolingo,5,bagus buat blajar,bagus blajar,Positif,Negatif
Duolingo,5,meningkatkan bahasa Inggris ku,tingkat bahasa inggris,Positif,Positif
Duolingo,5,bagus,bagus,Positif,Negatif
Duolingo,5,ini sangatÂ² membantu saya untuk belajar b.inggris,sangat bantu ajar binggris,Positif,Negatif
Duolingo,5,seruu,seru,Positif,Positif
Duolingo,5,sangat menyenangkan belajar di sini,senang ajar,Positif,Positif
Duolingo,5,amazingðŸ˜€,amazing,Negatif,Positif
Duolingo,5,bagus sekali,bagus,Positif,Negatif
Duolingo,5,bisa belajar lancar menggunakan bahasa Inggris,ajar lancar bahasa inggris,Positif,Negatif
Duolingo,5,bagus banget bikin happy dan juga pintar,bagus banget bikin happy pintar,Positif,Negatif
Duolingo,5,ini memang seru,seru,Positif,Positif
Duolingo,5,aplikasi yang bagusðŸ˜,aplikasi bagus,Positif,Negatif
Duolingo,5,seru,seru,Positif,Positif
Duolingo,4,seru juga sih tapi harus luangin waktu soalnya kegiatan aku padat,seru luangin giat padat,Positif,Positif
Duolingo,5,seru dan membantu serta mudah dipahami,seru bantu mudah paham,Positif,Negatif
Duolingo,5,sangat membantu,bantu,Positif,Negatif
Duolingo,5,sangat bagus untuk belajar bahasa-bahasa yang berada di dunia,bagus ajar bahasabahasa dunia,Positif,Negatif
Duolingo,4,sangat bagus gem nya dan bisa meningkatkan bahasa Inggris,bagus game tingkat bahasa inggris,Positif,Negatif
Duolingo,5,sangat cocok untuk belajar,cocok ajar,Negatif,Negatif
Duolingo,5,bahasa Inggris saya sudah mulai lancar,bahasa inggris lancar,Positif,Positif
Duolingo,5,mks ya udh buat ini aku jadi bisa belajar dan rangking 1 di sekolah makasih yang udah buat ini ya sekali lagi terima kasih ya udah buat aku jadi pintar dulu kalo gak ada kamu aku gak bisa jawab ujian dan lain-lain makasih ya yang buat ini aku mau mengucapkan sampai universitas kamu masih ada ya soalnya kalau kamu gak ada aku jadi bodoh kalao gak kamu soalnya aku masih sd semoga ya buat ini baik-baik ya murah rezeki dan semoga game kamu ini sukses ya maks semua udah baca chat aku bye semua dadahÂ°,mks ajar rangking sekolah makasih terima kasih pintar kalo uji lainlain makasih universitas bodoh kalao moga baikbaik murah rezeki moga game sukses maks baca chat bye dadah,Negatif,Negatif
Duolingo,5,niceee,bagus,Positif,Negatif
Duolingo,5,bagus untuk yang suka dan mau belajar bahasa inggris,bagus suka ajar bahasa inggris,Positif,Negatif
Duolingo,4,sangat membantu,bantu,Positif,Negatif
Duolingo,5,bagus banget bisa nih buat belajar bahasa dikit dikit,bagus banget ajar bahasa dikit dikit,Positif,Negatif
Duolingo,5,bagus,bagus,Positif,Negatif
Duolingo,5,okeeee,okeeee,Negatif,Positif
Duolingo,5,seruu plis,seru plis,Positif,Positif
Duolingo,5,bgus banget pokoknya mah,bgus banget pokok mah,Positif,Negatif
Duolingo,5,bagus kata aku,bagus,Positif,Negatif
Duolingo,5,"Aplikasi nya bagus dan berguna untuk belajar bahasa tapi, setiap saat pasti ada pertanyaan yang sama yang membuat saya bosan dengan pertanyaan yang sama",aplikasi bagus guna ajar bahasa bosan,Positif,Negatif
Duolingo,5,terimakasih telah menjadi gru les samping an sy,terimakasih gru les samping,Negatif,Negatif
Duolingo,5,mantap,mantap,Negatif,Positif
Duolingo,4,nice,bagus,Positif,Negatif
Duolingo,5,"sangat bagus, cocok untuk belajar bagi pemula",bagus cocok ajar mula,Positif,Negatif
Duolingo,5,"NI APK PERFECT BANGET, berkat apk ini saya bisa belajar bahasa inggris dgn cepat dan mudah dipahami ga ngebosenin samsekk, jgnn ragu download gaiss. kalo banyak iklan ya wajar dongg soalnya apk ini gratis kalo gamau iklan premium sana.",aplikasi perfect banget berkat aplikasi ajar bahasa inggris cepat mudah paham ngebosenin samsekk jgnn ragu download gaiss kalo iklan wajar dongg aplikasi gratis kalo gamau iklan premium,Negatif,Negatif
Duolingo,5,"keren banget saya suka, terimaksi telah membuat aplikasi seperti ini. ini sangat membantu vocabulary saya",keren banget suka terimaksi aplikasi bantu vocabulary,Positif,Negatif
Duolingo,4,duolingo hebat berbahasa inggris,hebat bahasa inggris,Positif,Negatif
Duolingo,5,membantu buat belajar... terbaiiik laah,bantu ajar terbaiiik laah,Positif,Negatif
Duolingo,5,bermanfaat!!,manfaat,Negatif,Negatif
Duolingo,5,keren,keren,Positif,Positif
Duolingo,5,"BAGUSS BANGETT,,,,, SEMANGAT DUOLINGO",bagus banget semangat,Positif,Negatif
Duolingo,5,Seru banget aku bisa mengetahui bahasa Indonesia nyaðŸ˜†ðŸ™Œ,seru banget bahasa indonesia,Positif,Positif
Duolingo,5,Duolingo membantu pelajaran menjadi mudah dan seru sekali dan Duolingo bisa untuk belajar dan bermain jadi seru untuk pemula terimakasih Duolingo,bantu ajar mudah seru ajar main seru mula terimakasih,Positif,Negatif
Duolingo,5,lumayan bantu,lumayan bantu,Positif,Negatif
Duolingo,5,mantap,mantap,Negatif,Positif
Duolingo,5,"Bagus,Terus Soalnya Itu Juga Lumayan Menantang ðŸ˜ðŸ‘",bagus lumayan tantang,Positif,Positif
Duolingo,5,bagus sekali saya bisa belajar bahasa Inggris dengan baik,bagus ajar bahasa inggris,Positif,Negatif
Duolingo,4,"ya seru bisa belajar dengan mudah, tetapi jika energi habis dan tidak punya diamond yg biru harus beli",seru ajar mudah energi habis diamond biru beli,Positif,Negatif
Duolingo,5,sangat baik dalam mengajar juga mudah dipahami,ajar mudah paham,Positif,Negatif
Duolingo,5,sangat di rekomendasi ðŸ‘,rekomendasi,Negatif,Positif
Duolingo,5,Bagus,bagus,Positif,Negatif
Duolingo,5,ini sangat keren namun aku tidak memakai nya sering mungkin duo kau bisa lebih menarik lagi mungkin,keren pakai duo kau tarik,Positif,Positif
Duolingo,5,seru dan menyenangkan dan bisa lebih lancar baca bahasa inggris dan nggak ngebosenin pokoknya bagus banget terimakasih aku udah bisa baca bahasa inggris ðŸ«¶ðŸ¤ðŸ’žðŸ¤ðŸ’žðŸ¤ðŸ’žðŸ™ðŸ™,seru senang lancar baca bahasa inggris ngebosenin pokok bagus banget terimakasih baca bahasa inggris,Positif,Negatif
Duolingo,5,perfect,perfect,Negatif,Positif
Duolingo,4,"kata katanya gampang gampang,coba dinaikkan level kesulitan kata kata biar kita bisa eksplor berbagai kata dan verb,karena itu yang terpenting",gampang gampang coba naik level sulit biar eksplor verb penting,Negatif,Negatif
Duolingo,5,"terimakasih karena telah membantu saya dalam mempelajari bahasa Inggris, love youuu Duolingo â¤â¤â¤",terimakasih bantu ajar bahasa inggris love youuu,Positif,Positif
Duolingo,5,pelajaran sangat mmbantu bagi pemula,ajar bantu mula,Positif,Negatif
Duolingo,5,pelajarannya mudah dimengerti bagus dan seru!,ajar mudah erti bagus seru,Positif,Negatif
Duolingo,5,sangat membantukuuu sangat berguna â­â­â­â­â­,bantu guna,Positif,Negatif
Duolingo,5,memuaskan aplikasi ini,muas aplikasi,Negatif,Negatif
Duolingo,5,bagus banget,bagus banget,Positif,Negatif
Duolingo,5,Overall Good,overall bagus,Positif,Negatif
Duolingo,5,Belajar bahasa jadi lebih asyik,ajar bahasa asik,Positif,Positif
Duolingo,5,"aplikasi nya lumayan lah buat ngisi waktu kosong, dan buat ngembang in level bahasa kita bisa banget pke nih aplikasi",aplikasi lumayan ngisi kosong ngembang level bahasa banget pke aplikasi,Positif,Negatif
Duolingo,5,aku suka aplikasi ini untuk belajar bahasa negara lain dan aplikasinya bagus bisa di download di hp dengan ram kecil untuk pembuat duolingo terimakasih telah membuat aplikasi berguna iniðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ™ðŸ™ðŸ™ðŸ˜ðŸ˜ðŸ‘,suka aplikasi ajar bahasa negara aplikasi bagus download ram buat terimakasih aplikasi guna ini,Positif,Negatif
Duolingo,5,bagus aku sukai itu,bagus suka,Positif,Negatif
Duolingo,5,kereeeeeennnnn!!!!,kereeeeeennnnn,Negatif,Negatif
Duolingo,5,"aplikasi bagus bisa untuk belajar belajar bahasa asing dan menulis, ok segitu ajaðŸ‘ŒðŸ¤©",aplikasi bagus ajar ajar bahasa asing tulis oke segitu aja,Positif,Negatif
Duolingo,5,seru bangettt. Walaupun energi sempet habis tapi nanti lagi main lagiii. Seruuuu bangettttttttttt,seru banget energi sempet habis main lagiii seru bangettttttttttt,Positif,Negatif
Duolingo,5,Terimakasih duolingo,terimakasih,Negatif,Positif
Duolingo,5,"bagus aplikasi nya, sangat menyenangkan",bagus aplikasi senang,Positif,Negatif
Duolingo,5,sangat membantu,bantu,Positif,Negatif
Duolingo,5,ini sangat membantu saya dalam belajar bahasa inggris. saya menjadi bisa mejawab ketika pelajaran bahasa inggris walaupun belum terlalu lancar.,bantu ajar bahasa inggris mejawab ajar bahasa inggris lancar,Positif,Negatif
Duolingo,5,absolutely amazing,absolutely amazing,Negatif,Positif
Duolingo,5,"BAGUS BANGET, aku jadi tau banyak bahasa disiniiðŸ¤ðŸ¤ worth it yaa",bagus banget tau bahasa sini worth,Positif,Positif
Duolingo,5,bagus kita bisa belajar bahasa bahasa lain bermanfaat ðŸ˜ðŸ˜,bagus ajar bahasa bahasa manfaat,Positif,Negatif
Duolingo,4,Sangat Oke buat belajar bahasa dengan versi game,oke ajar bahasa versi game,Positif,Negatif
Duolingo,5,"aplikasi ini bisa untung pelajar yang ingin mempelajari segala bahasa, saya menyukainya",aplikasi untung ajar ajar bahasa suka,Positif,Negatif
Duolingo,5,sangat bagus bisa bermain dan belajar,bagus main ajar,Positif,Negatif
Duolingo,5,sangat menarik,tarik,Negatif,Positif
Duolingo,4,aplikasi yg bermanfaat,aplikasi manfaat,Positif,Negatif
Duolingo,5,bagus,bagus,Positif,Negatif
Duolingo,5,wow sangat seru,wow seru,Positif,Positif
Duolingo,5,"bagusan bangetttt, kadang kalo belajar b.inggris dan matematika cepat paham, pokoknyaaa baguuss dann seruu dehh",bagus bangetttt kadang kalo ajar binggris matematika cepat paham pokoknyaaa baguuss dann seru dehh,Positif,Negatif
Duolingo,5,bagus bangett bisa buat belajar,bagus banget ajar,Positif,Negatif
Duolingo,5,aku jadi pintar karena ini,pintar,Negatif,Positif
Duolingo,5,"saya bisa bahasa Mandarin, karena duolingo",bahasa mandarin,Positif,Positif
Duolingo,5,good apk,bagus aplikasi,Positif,Negatif
Duolingo,5,sangat bagus,bagus,Positif,Negatif
Duolingo,5,Sangat mudah,mudah,Positif,Negatif
Duolingo,5,"makasih lho ya udah nemenin belajar, udah gitu pas aku lagi ga minat belajar dia nyemangatin terus jadinya kan ak terharu+jadi semangat bekajarrrrðŸ¥²makasih yahhhhâ¤",makasih lho nemenin ajar gitu sesuai minat ajar nyemangatin terharujadi semangat bekajarrrr makasih yahhhh,Negatif,Negatif
Duolingo,5,bikin aku pinterr,bikin pinterr,Positif,Positif
Duolingo,5,aplikasi yang seru untuk belajar bahasa Inggris,aplikasi seru ajar bahasa inggris,Positif,Negatif
Duolingo,5,keren,keren,Positif,Positif
Duolingo,5,menurut saya aplikasi ini saat cocok buat belajar bahasa dan cepat buat di hafal,aplikasi cocok ajar bahasa cepat hafal,Positif,Negatif
Busuu,5,good,bagus,Positif,Negatif
Busuu,3,"secara umum bagus, disini kita bisa belajar Grammar bahasa Perancis. hanya saja kurang dari 20â„… mata pelajaran yg free, sdh ngga bisa di lanjutkan lagi. terimakasih",bagus ajar grammar bahasa perancis mata ajar free sdh lanjut terimakasih,Positif,Negatif
Busuu,5,"mantap ini, app bagus buat belajar",mantap aplikasi bagus ajar,Positif,Negatif
Busuu,5,bagus untuk belajar bahasa asing,bagus ajar bahasa asing,Positif,Negatif
Busuu,5,membantu,bantu,Positif,Negatif
Busuu,5,bintang ðŸŒŸðŸŒŸðŸŒŸðŸŒŸðŸŒŸ deh pokoknya,bintang pokok,Negatif,Positif
Busuu,4,great,great,Negatif,Positif
Busuu,5,mantapp,mantapp,Negatif,Positif
Busuu,5,Mantaps,mantaps,Negatif,Positif
Busuu,5,keren,keren,Positif,Positif
Busuu,5,BAGUS BGT GA BOONG,bagus banget boong,Positif,Negatif
Busuu,4,asik geratissanya,asik gratis,Negatif,Positif
Busuu,4,Sangat bagus,bagus,Positif,Negatif
Busuu,5,bagus buat pemula,bagus mula,Positif,Negatif
Busuu,5,NICE!,bagus,Positif,Negatif
Busuu,5,saya senang bergabung,senang gabung,Negatif,Positif
Busuu,5,"Worth it banget, aplikasi nya bagus buat pemula",worth banget aplikasi bagus mula,Positif,Negatif
Busuu,5,good ðŸ’¯,bagus,Positif,Negatif
Busuu,5,"Mudah diikuti, penjelasannya simpel to the point.",mudah ikut jelas simpel the point,Positif,Negatif
Busuu,4,Bagus,bagus,Positif,Negatif
Busuu,5,bagus,bagus,Positif,Negatif
Busuu,5,aplikasinya bagus banget,aplikasi bagus banget,Positif,Negatif
Busuu,5,suka banget ni dgn apliksi,suka banget apliksi,Positif,Positif
Busuu,5,mantep,mantep,Negatif,Positif
Busuu,4,"ga dapet pengetian,cuma kadang ngeti dikit,overall soo gooddd",dapet keti kadang ngeti dikit overall soo bagus,Positif,Negatif
Busuu,5,apk yaang bermanfaat dan seruu poll wajibb downloadd sihhðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ˜˜,aplikasi yaang manfaat seru poll wajibb downloadd sihh,Positif,Negatif
Busuu,5,"bagus sii, mantap lah buat pelajar ðŸ¤ŒðŸ¼",bagus sii mantap ajar,Positif,Negatif
Busuu,5,SUMPAHH BAGUS BANGET,sumpahh bagus banget,Positif,Negatif
Busuu,5,baik bagus sekali,bagus,Positif,Negatif
Busuu,5,menyenangkan,senang,Negatif,Positif
Busuu,4,membantu saya dalam belajar bahasa asing. thank you so much.,bantu ajar bahasa asing thank you much,Positif,Positif
Busuu,5,aplikasi yang berguna banget cik,aplikasi guna banget cik,Positif,Negatif
Busuu,5,bagussss!,bagus,Positif,Negatif
Busuu,5,sangat membantu penyesuaian kalimatðŸ‘,bantu penyesuaian kalimat,Negatif,Negatif
Busuu,5,really helpfull,really helpfull,Negatif,Positif
Busuu,3,kebanyakan iklan?! bisa di ingin gak? ðŸ™,banyak iklan,Negatif,Positif
Busuu,5,lop lop dahh,lop lop dahh,Negatif,Negatif
Busuu,5,"ini aplikasi bagus banget, dibarengin sama duolingo atau memrise makin mantep dah gw lagi belajar bahasa spanyol dan udah mulai bisa ngertiÂ² percakapan sederhana sedikit Â²",aplikasi bagus banget dibarengin memrise mantep ajar bahasa spanyol ngerti cakap sederhana,Positif,Negatif
Busuu,5,baguss,bagus,Positif,Negatif
Busuu,5,Mantab puooll,mantab puooll,Negatif,Negatif
Busuu,5,nice,bagus,Positif,Negatif
Busuu,5,super,super,Negatif,Positif
Busuu,5,suka banget sama busuu,suka banget,Positif,Positif
Busuu,5,so fun,fun,Negatif,Positif
Busuu,5,bagus,bagus,Positif,Negatif
Busuu,5,Nice,bagus,Positif,Negatif
Busuu,5,saya jadi mulai lancar terimakasih ya,lancar terimakasih,Negatif,Negatif
Busuu,5,love itðŸ”¥ðŸ”¥ðŸ”¥ðŸ˜,love,Negatif,Positif
Busuu,5,baguss sukaa bangeettt,bagus suka banget,Positif,Negatif
Busuu,5,mantap bosku anjay mabarðŸ˜‹,mantap bos anjay mabar,Negatif,Positif
Busuu,3,lumayan,lumayan,Negatif,Positif
Busuu,5,kerenn,keren,Positif,Positif
Busuu,5,sangat seru,seru,Positif,Positif
Busuu,5,Bagussss,bagus,Positif,Negatif
Busuu,5,sangat bagus sekali aplikasi ini. sangat recomend,bagus aplikasi recomend,Positif,Negatif
Busuu,4,bagus aplikasinya,bagus aplikasi,Positif,Negatif
Busuu,5,seru,seru,Positif,Positif
Busuu,5,"bagussss bgt aseli, cocok yang udah hapal hirakana, trs mau di benerin kosakata, dari perkenalan, dll, cocok bgt buat yg lagi belajar nihonggo!",bagus banget aseli cocok hapal hirakana trs benerin kosakata kenal dll cocok banget ajar nihonggo,Positif,Negatif
Busuu,5,kerennn,kerennn,Negatif,Positif
Busuu,5,sangat bagus aku suka,bagus suka,Positif,Negatif
Busuu,5,Sangat membantu...,bantu,Positif,Negatif
Busuu,5,"Jika bisa di tambahkan mempelajari bahasa Thailand, Vietnam, India dan Yunani sebagai bahasa sering masuk populer maka saya berterimakasih ðŸ˜ðŸ˜ðŸ˜ðŸ˜",tambah ajar bahasa thailand vietnam india yunani bahasa masuk populer berterimakasih,Positif,Negatif
Busuu,5,good,bagus,Positif,Negatif
Busuu,5,cocok untuk pemula walaw versi yang gratisan banyak iklannya,cocok mula walaw versi gratis iklan,Negatif,Negatif
Busuu,5,bagussss,bagus,Positif,Negatif
Busuu,5,luar biasaðŸ˜,biasa,Negatif,Negatif
Busuu,5,aplikasinya keren,aplikasi keren,Positif,Positif
Busuu,5,bagus sekali untuk pemula,bagus mula,Positif,Negatif
Busuu,5,aplikasi yg bagus,aplikasi bagus,Positif,Negatif
Busuu,5,great app,great aplikasi,Negatif,Positif
Busuu,5,saya sangat suka dengan aplikasi ini,suka aplikasi,Positif,Positif
Busuu,5,sejauh ini lumayan mudah dimengerti,lumayan mudah erti,Positif,Negatif
Busuu,5,KERENNNN,keren,Positif,Positif
Busuu,4,Bagus banget aku belajar bahasa jepang dan inggris makin meningkat hanya ada beberapa kekurangan yaitu tidak ada kamus dan huruf yang harus dikenali,bagus banget ajar bahasa jepang inggris tingkat kurang kamus huruf nali,Positif,Negatif
Busuu,5,aplikasi bagus,aplikasi bagus,Positif,Negatif
Busuu,5,"sangat membantu, jelas dan detail dalam mengajari",bantu detail ajar,Positif,Negatif
Busuu,5,bagus apalagi buat pemula,bagus mula,Positif,Negatif
Busuu,5,bagus banget âœ¨âœ¨âœ¨âœ¨âœ¨,bagus banget,Positif,Negatif
Busuu,5,bagus,bagus,Positif,Negatif
Busuu,5,sangat membantu!,bantu,Positif,Negatif
Busuu,5,baik,,Negatif,Positif
Busuu,5,I Love Busuu,love,Negatif,Positif
Busuu,5,cocok untuk belajar bahasa asing ðŸ—¿,cocok ajar bahasa asing,Positif,Negatif
Busuu,5,keren,keren,Positif,Positif
Busuu,5,mantap kereeenn,mantap kereeenn,Negatif,Positif
Busuu,5,aplikasi ini sangat bagus,aplikasi bagus,Positif,Negatif
Busuu,4,"seru, semoga bisa lanjut tanpa premium",seru moga premium,Negatif,Positif
Busuu,5,"waoooowww, sangat memudahkan bagi pecinta bahasa",waoooowww mudah cinta bahasa,Positif,Negatif
Busuu,5,gooddd,bagus,Positif,Negatif
Busuu,5,ok,oke,Negatif,Positif
Busuu,5,keren! membantu saya belajar untuk pemula ...,keren bantu ajar mula,Positif,Negatif
Busuu,5,good,bagus,Positif,Negatif
Busuu,4,menyenangkan,senang,Negatif,Positif
Busuu,5,nice applikasi,bagus applikasi,Positif,Negatif
Busuu,5,"kerennn, bisa belajar bahasa dengan mudah",kerennn ajar bahasa mudah,Positif,Negatif
Busuu,5,bagus buat pemula seperti gw yg bermimpi buat tinggal dan kuliah dan kerja dijepang,bagus mula mimpi tinggal kuliah kerja dijepang,Positif,Negatif
