app_name,rating,review,preprocessed_text,Label
Busuu,4,"sebenarnya busu sangat membantu sekali dalam belajar berbagai bahasa, namun ada beberapa teks video bahkan kiat yang tidak muncul sehingga tidak bisa melanjutkan proses belajar, tolong segera di perbaiki",bantu ajar bahasa teks video kiat muncul lanjut proses ajar tolong baik,Negatif
Busuu,1,fitur komunitas tidak pernah berfungsi,fitur komunitas fungsi,Negatif
Busuu,1,gabisa login ulang sama gabisa nerusin pelajaran karena koneksi internet katanya tapi lancar2 aja internet gw,tidak bisa login ulang tidak bisa nerusin ajar koneksi internet lancar2 internet,Negatif
Busuu,2,"saya tidak bisa login busuu , kenapa?",saya tidak login,Negatif
Busuu,1,saya seorang anak kost yang baru saja dikirimkan uang oleh orang tua saya kak..saya memohon pengembalian dana saya kak karena saya sangat membutuhkan uang tersebut..saya tidak sengaja berlanganan kak saya mohon pengembalian nya trimakasi.,anak kost kirim uang orang tua mohon kembali dana butuh uang sengaja berlanganan mohon kembali trimakasi,Negatif
Busuu,1,kenapa saya gak bisa login yah apakah harus pake data kenapa gak bisa pake wi-fi,login pakai data pakai wifi,Negatif
Busuu,4,agak banyak iklan,iklan,Negatif
Busuu,3,"aplikasi bagus, tapi kenapa saya tidak dapat membuka page komunitas? selalu bertuliskan masalah koneksi padahal koneksi saya baik-baik saja. saya jadi tidak bisa menkoreksi latihan user lain.",aplikasi bagus buka page komunitas tulis koneksi koneksi baikbaik menkoreksi latih user,Negatif
Busuu,4,"semua bagus, tapi klo pake wifi internetnya ga ada terus",bagus pakai wifi internetnya,Negatif
Busuu,1,kurang bagus aplikasinya masih banyak kekurangan di tahap pemahamannya,bagus aplikasi kurang tahap paham,Negatif
Busuu,3,"mengapa setiap membuka halaman komunitas selalu dikatakan internet kurang memadai padahal internet saya sangat baik. dulu saya pikir karena belum premium, tapi sekarang sudah premium tetap tampilan seperti itu. mohon solusinya pihak develop, terimakasih..",buka halaman komunitas internet pada internet pikir premium premium tampil mohon solusi develop terimakasih,Negatif
Busuu,2,jadi malas belajar nya karna setiap buka bab mesti nonton iklan duluðŸ˜­ padahal materi nya okee banget lo.. sayang terlalu banyak iklan,malas ajar buka bab mesti nonton iklan dulu materi oke banget sayang iklan,Negatif
Busuu,4,"ya tuhan saya sangat bingung sekali saat saya mau belajar tapi videonya tidak muncul padahal jaringan saya bagus, saya sudah coba hapus aplikasi terus instal lagi ternyata masih sama lalu akhirnya saya hapus akun saya, gimana ya ini cara mengembalikan akunnya apa ada cara? saya sudah berlangganan terus hangus jadinya",tuhan bingung ajar video muncul jaring bagus coba hapus aplikasi instal hapus akun gimana kembali akun langgan hangus,Negatif
Busuu,5,ko nggk bisa login yaa,nggk login,Negatif
Busuu,5,aku suka banget tapi aku gak suka sama iklanya setiap mau masuk kadang harus iklan pas keluar juga harus iklan kan jadi nunggu lama,suka banget suka iklanya masuk kadang iklan sesuai iklan nunggu,Negatif
Busuu,3,"beberapa terjemahan dalam bahasa jerman terkadang kurang tepat, ini membuat saya bingung untuk memahami kata perkata dalam kalimat",terjemah bahasa jerman terkadang bingung paham kata kalimat,Negatif
Busuu,5,Ada Verben salah dalam pengartian stehen yg artinya mengirim,verben salah arti stehen kirim,Negatif
Busuu,3,"cape eyy, soalnya sulit dipahami, kataÂ²nya berat dan baku",cape eyy sulit paham kata nya berat baku,Negatif
Busuu,5,"ada buat latihan, banyak test nya, sygny di aku suara Ny kok nggak bisa ya",latih test sygny suara nggak,Negatif
Busuu,1,apk sampah,aplikasi sampah,Negatif
Busuu,1,pelajaran ke bahasa asing tetapi ketika ada penjelasan menggunakan bahasa asing bagaimana pelajar bisa paham? sangat tidak direkomendasikan,ajar bahasa asing jelas bahasa asing ajar paham rekomendasi,Negatif
Busuu,2,"aku kasih 2 dulu karena aku ga bisa masuk akun, tulisan nya eror, dan juga internet nya ga bisa padahal jaringan bagus",kasih masuk akun tulis eror internet jaring bagus,Negatif
Busuu,2,"saya belajar bahasa spanyol disini bagus bagus aja, cuma kalau mau buka bagian komunitas nya selalu tertampil gaada internet padahal internet saya lancar, dari awal download sudah begitu. tolong di perbaiki",ajar bahasa spanyol bagus bagus buka komunitas tampil gaada internet internet lancar download tolong baik,Negatif
Busuu,1,tampilan aplikasinya kok jelek banget sih.,tampil aplikasi jelek banget,Negatif
Busuu,4,terlalu sering ditawari penawaran berbayar :/,tawar tawar bayar,Negatif
Busuu,3,"Sebenarnya aplikasi bagus, TAPI untuk bahasa Mandarin dan jepang tidak ada romanisasi untuk membaca Hanzi ataupun Kanji. Sedangkan listening itu bagus untuk pengucapan tapi tidak untuk membaca",aplikasi bagus bahasa mandarin jepang roman baca hanzi kanji listening bagus ucap baca,Negatif
HelloTalk,4,"aplikasi ini bagus tapi ada masalah ketika aku menelepon, tiba-tiba mati secara sepihak. padahal yang disana masih tersambung dan Kouta aku, sinyal ku baik aja. terus, pas aku mau apus cache sampah, telepon yang sedang terjadi di hello talk juga mati. itu bagaimana ya? karna udah hampir 3x kejadian di aku. tolong di perbaiki, sisanya bagus bisa otomatis cari teman yang cocokâ¤ï¸",aplikasi bagus telepon tibatiba mati sana sambung kouta sinyal sesuai hapus cache sampah telepon hello talk mati jadi tolong baik sisa bagus otomatis cari teman cocok,Negatif
HelloTalk,3,"aku coba2 pakai aplikasi ini,bagus si aku langsung dapat respon masuk tapi sayang,aku langsung dpt chat yng kurang baik,dengan membicarakan inti yng tak baik,dan percemahannya harus menonton iklan atau top up sejumlah dana,aku yng gaptek berharap bisa belajar tidak taunya malah nambah gaptek,jadi aku hapus aplikasi ini.",coba2 pakai aplikasi bagus langsung respon masuk sayang langsung chat yng bicara inti yng cah tonton iklan top dana yng gaptek harap ajar tau nambah gaptek hapus aplikasi,Negatif
HelloTalk,1,banyak yang ribut,ribut,Negatif
HelloTalk,4,gimana caranya susah anjay ðŸ—¿ðŸ˜‘,gimana susah anjay,Negatif
HelloTalk,3,"kenapa setiap video selalu tidak bisa ditonton, padahal koneksi ku bagus, kuharap ini segera diperbaiki.. plus thumbnail hello talk terlalu besar.",video tonton koneksi bagus harap baik plus thumbnail hello talk,Negatif
HelloTalk,3,sebenarnya ini aplikasi bagus cumaa kenapa aku sdah lama tapi ko ga ada satu pun yang mau berteman dengan ku? bahkan postingan ku sudah 2 bulan ku post tapi sama sekali tidak ada yang like.,aplikasi bagus cumaa sdah teman postingan post like,Negatif
HelloTalk,2,ini apk benerÂ² engga bisa sinyal jelek dikit aja benerÂ² engg nerima,aplikasi bener engga sinyal jelek dikit bener engg nerima,Negatif
HelloTalk,2,Kenapa ya aku ga bisa dapat kode,kode,Negatif
HelloTalk,1,cara login nya gimana si aku ngk tau,login gimana ngk tau,Negatif
HelloTalk,1,saya pengguna baru ketika saya mau masang profil untuk login selalu ada tulisan gagal dan ga bisa login gara gara itu,guna masang profil login tulis gagal login gara gara,Negatif
HelloTalk,5,"aplikasi nya udah bagus tapi main ini kadang cuma dapet hikmahnya doang,kenapa dapet hikmahnya doang? karna sepi banget,berusaha buat profil menarik bukanya narik temen malah narik hikmah,kadang mikir apa yang salah ya,kadang orang orang kok bisa rame heran bet aku hdhhh,tapi semngat buat pejuang cari temen luar negri xixi",aplikasi bagus main kadang dapet hikmah doang dapet hikmah doang sepi banget usaha profil tarik buka narik temen narik hikmah kadang mikir salah kadang orang orang rame heran bet hdhhh semngat juang cari temen negeri xixi,Negatif
HelloTalk,1,mengapa saya tidak dapatembuat akun baru menyesal mendownload aplIkasi ini jangan di download hanya membuang ruang penyimpanan saja ciuh,dapatembuat akun sesal mendownload aplikasi download buang ruang simpan ciuh,Negatif
HelloTalk,3,microphone gak bisa nyala padahal udat set izinkan,microphone nyala udat set izin,Negatif
HelloTalk,2,kenapa pas aku buka dibilang akun sudah penuh?,sesuai buka bilang akun penuh,Negatif
HelloTalk,2,"JUJUR AKUU SUKAKKK BANGETT SAMA APK NYAA, but please don't have too many VIPs please and if possible just get rid of it or deleted, karna susah untuk berkomunikasi lebih bebas, especially if you want to translate you have to be VIP ðŸ˜¢ðŸ˜¢ðŸ˜¢",jujur akuu sukakkk banget aplikasi nyaa but please have too many vips please and possible just get rid deleted susah komunikasi bebas especially you want translate you have vip,Negatif
HelloTalk,1,"baru download sebenernya, cuma pas mau login dan ada pilihan terakhir upload foto kita malah gak bisa tolong diperbaiki dan dipermudah untuk upload foto nya kalau begini yang mau belajar jadi pada susah",download sebenernya sesuai login pilih upload foto tolong baik mudah upload foto ajar susah,Negatif
HelloTalk,2,"aplikasinya lumayan untuk belajar bahasa asing , dan berkenalan dengan teman teman di berbagai negara. hanya saja menurutku VIP nya terlalu mahal",aplikasi lumayan ajar bahasa asing nal teman teman negara turut vip mahal,Negatif
HelloTalk,3,susah untuk di download dengan notifikasi penyimpanan habis padahal penyimpanan masuk penuh aneh sekali,susah download notifikasi simpan habis simpan masuk penuh aneh,Negatif
HelloTalk,2,pliss lahh ini gk bisa cari username orng di pencariannn,pliss lahh cari username orng pencariannn,Negatif
HelloTalk,2,"akir2 ini saya pribadi cukup kecewa mengunakan aplikasi ini saat sedang live tiba2 keluar sendiri, bahkan orang lain mengangap kita tidak sopan karena saat bicara lansung mengakiri siaran lansung, jadi menurut saya tolong di perbaiki sistemnya karena ini sangat menganggu dulu kita bisa like berjam2 tanpa kendala tapi sekarang suka keluar sendiri",akhir2 pribadi kecewa mengunakan aplikasi live tiba2 orang mengangap sopan bicara lansung mengakiri siar lansung tolong baik sistem menganggu like berjam2 kendala suka,Negatif
HelloTalk,2,ga bisa masuk,masuk,Negatif
HelloTalk,4,"kata orang si bagus ya,tapi help aku ga bisa download apknya padahal internet lancar and memori gak full,TT AAAAA NYEBELIN",orang bagus help download aplikasi internet lancar and memori full aaaaa nyebelin,Negatif
HelloTalk,1,mengakses link pada fitur chat sangat lambat. bahkan tidak terbuka.,akses link fitur chat lambat buka,Negatif
HelloTalk,1,knp harus beli dulu kan susah jdnya,beli susah jdnya,Negatif
HelloTalk,4,"kenapa apps ini di hp saya tidak kompatibel dengan perangkat saya ya?, sedangkan dicoba di HP lain apps tiba-tiba tdk tersedia di Google play store?",aplikasi kompatibel perangkat coba aplikasi tibatiba sedia google play store,Negatif
HelloTalk,4,"servernya tolong, padahal jaringan buka yt bagus, tapi pas masuk selalu tulisan menghubungkan, maksudnya apa ya?",servernya tolong jaring buka bagus sesuai masuk tulis hubung maksud,Negatif
HelloTalk,3,"gabisa di download anjir pdhl sinyal sama penyimpanan udh bgus,ugh",tidak bisa download anjir pdhl sinyal simpan bgus ugh,Negatif
HelloTalk,1,"Kalau mau nge banned di tinjau lebih dalam dulu jangan asal banned dong, hanya karena orang lain ga suka asal banned aja",nge banned tinjau banned orang suka banned,Negatif
HelloTalk,1,hello talknya budeg,hello talk budeg,Negatif
HelloTalk,1,"Gada yang chat. Dulu pernah download dan biarin sekitar sebulanan lebih yg chat cuma 1 terus 5 tahunan kemudian (skrg) download lagi, dibiarin 3 harian, gada yg chat sama sekali. Algoritma nya gimana sih.",chat download biarin bulan chat tahun download dibiarin hari chat algoritma gimana,Negatif
HelloTalk,1,"Tiba2 kena banned padahal profil wajar saja, tidak ada yg aneh",tiba2 kena banned profil wajar aneh,Negatif
HelloTalk,1,"Udah VIP permanen tapi gak bisa kirim pesan bahkan tidak bisa menerima pesan dan notif pesan pun tidak ada, sangat mengecewakan dan merugikan saya ditambah sekarang akun saya dihapus",vip permanen kirim pesan terima pesan notif pesan kecewa rugi tambah akun hapus,Negatif
HelloTalk,2,"Rata2 org di hellotalk banyak yang nyari jodoh dengan embel2 nyari temen speaking min, mohon di filter biar yg bener2 pengen belajar ngomong ketemu temennya yang searah bukan di pertemukan dengan random peopple yg nyari pasangan.",rata2 orang cari jodoh embel2 cari temen speaking min mohon filter biar bener2 ken ajar ngomong ketemu temennya arah temu random peopple cari pasang,Negatif
HelloTalk,2,kenapa pas aku buka dibilang akun sudah penuh?,sesuai buka bilang akun penuh,Negatif
HelloTalk,2,"JUJUR AKUU SUKAKKK BANGETT SAMA APK NYAA, but please don't have too many VIPs please and if possible just get rid of it or deleted, karna susah untuk berkomunikasi lebih bebas, especially if you want to translate you have to be VIP ðŸ˜¢ðŸ˜¢ðŸ˜¢",jujur akuu sukakkk banget aplikasi nyaa but please have too many vips please and possible just get rid deleted susah komunikasi bebas especially you want translate you have vip,Negatif
HelloTalk,3,"aku suka dengan aplikasi ini karena bisa mendapatkan teman dari berbagai negara,tetapi aku kurang suka dengan pembayaran untuk mencari teman",suka aplikasi teman negara suka bayar cari teman,Negatif
HelloTalk,5,g jdi anj gk bisa download,anj download,Negatif
HelloTalk,3,Makin di-update makin gajelassss Tolong perbaikan sehingga kami dapat memberi rating yang baik,diupdate gajelassss tolong baik rating,Negatif
HelloTalk,3,"Aplikasi nya bagus,dan nyaman tapi satu masalah,kenapa translate harus berbayar?",aplikasi bagus nyaman translate bayar,Negatif
HelloTalk,1,"lebih suka pas 2021 sebelum update besar besaran apk ini bebas chat tanpa batasan, dulu memang ada vitur vip tpi untuk yg sekarang makin ribet harus vip dulu biar chat nya lebih puas prnah dlu gue mau beli vip pas liat durasi bentaran doang gk jdi lah, bintang 1 pokoknya",suka sesuai update besar aplikasi bebas chat batas vitur vip ribet vip biar chat puas prnah dlu beli vip sesuai liat durasi bentar doang bintang pokok,Negatif
HelloTalk,3,Sangat bagus dan membantu Tpi kenapa akun saya masih baru langsung VIP dan tidak bisa dibuat gratis,bagus bantu akun langsung vip gratis,Negatif
HelloTalk,4,"Bagus sih, cuma dikasih waktu sebentar buat belajar dan ngobrol gak sampe",bagus kasih sebentar ajar obrol sampe,Negatif
HelloTalk,3,kan saya sudah mendownload video dari teman saya kenapa tidak bisa di lihat.apakah bug atau bagaimana?,mendownload video teman lihatapakah bug,Negatif
HelloTalk,2,"udah di hapus,kecewa sikit berbayar soalnya sebenarnya mau gw centang 1 tapi karena kasian jadi saya tambah lah 1 bintang gppðŸ‘ðŸ˜",hapus kecewa bayar centang kasi bintang gpp,Negatif
HelloTalk,1,nyari akun teman susah ntah apa salahnya buat sediakan search account,cari akun teman susah ntah salah sedia search account,Negatif
HelloTalk,5,kok akun ku ke band gimana nih,akun band gimana,Negatif
HelloTalk,1,akun ku kok tiba tiba ke blokir sih tidak bisa login lagi,akun blokir login,Negatif
HelloTalk,1,kenapa ketika saya mencoba menambah kan teman dekat saya itu susah sekali mencari id nya bahkan ketika saya sudah mencari id nya dengan benar teman saya gak muncul di pencarian bahkan sudah pakai QR code tolong perbaiki ðŸ’”ðŸ¥€,coba tambah teman susah cari cari teman muncul cari pakai code tolong baik,Negatif
HelloTalk,1,ngga asik sumpah kenapa sih harus ada VIP? ngga enak tau mana bayarnya mahal banget sampe udah gua hapus 3x nih hapus download hapus download biar bisa ulang lagi,asik sumpah vip enak tau bayar mahal banget sampe hapus hapus download hapus download biar ulang,Negatif
HelloTalk,2,bagus si bagus tadi bayar,bagus bagus bayar,Negatif
HelloTalk,1,masa w ga bisa buat akun,akun,Negatif
HelloTalk,1,"kikir bet cok, buat akun lain gabisa",kikir bet cok akun tidak bisa,Negatif
HelloTalk,1,tidak dapat memperbarui aplikasi hello talk,baru aplikasi hello talk,Negatif
HelloTalk,4,sementara aku bintang 4 dulu karena apk ada bug yaitu adalah ketika saya mengirim kan video malah gagal terus padahal sinyal dan internet nya lancar,bintang aplikasi bug kirim video gagal sinyal internet lancar,Negatif
HelloTalk,3,maaf kasi bintang tiga ya GK bisa di download berapa kli ruangan full pdahal dah hapus semua ny,maaf kasi bintang download kli ruang full pdahal hapus,Negatif
HelloTalk,3,"sebenernya aplikasinya bagus,bisa ketemu banyak temen dan belajar bayak bahasa baru, tapi sayangnya klo mau translate harus nonton video dulu mana videonya lama banget durasinya bisa sampe satu menit, klo gk mau nonton harus pake VIP bayarnya jga mahal menurut aku 1 bulan 150.000 klo setahun sekitar 900.000",sebenernya aplikasi bagus ketemu temen ajar bayak bahasa sayang translate nonton video video banget durasi sampe menit nonton pakai vip bayar jga mahal tahun,Negatif
HelloTalk,3,"tdk bisa di download, orang udah hapus semua aplikasi juga tetap tidak bisaa... ini bagaimana dihhh",download orang hapus aplikasi bisaa dihhh,Negatif
HelloTalk,5,aku sukaaa tpi knapa harus ada fitur VIP ganggu bngt sumpah ga bsa liat siapa yang kunjungi kita terus terjemahkan an juga jadi harus ke google slu VIP shibal sekiyyaaaa,sukaaa knapa fitur vip ganggu banget sumpah bsa liat kunjung terjemah google slu vip shibal sekiyyaaaa,Negatif
HelloTalk,4,"apk ini sebenarnya sangat bagus dan membantu untuk meningkatkan kita saat belajar bahasa asing serta menambah teman juga, tapi kenapa baru-baru ini aplikasinya tidak bisa mengirim voice chat dan gambar ya? pasti selalu loading atau gagal. tolong diperbaiki lagi aplikasinyaðŸ™",aplikasi bagus bantu tingkat ajar bahasa asing tambah teman barubaru aplikasi kirim voice chat gambar loading gagal tolong baik aplikasi,Negatif
HelloTalk,1,apa apa harus bayar.,bayar,Negatif
HelloTalk,2,kenapa kok tiba-tiba tidak bisa mencari teman dengan orang luar hanya bisa dari negara sendiri,tibatiba cari teman orang negara,Negatif
HelloTalk,1,udah old player limit nya kaga di naikin anjirr,old player limit kaga naikin anjirr,Negatif
HelloTalk,1,"sekarang malah banyak berbayarnya,bukan belajarnya",bayar ajar,Negatif
HelloTalk,3,"bagus sih,tapi MB nya gede bngt",bagus gede banget,Negatif
HelloTalk,1,knp apk nya pdhl di download udah mau selesai tapi ga bisa,aplikasi pdhl download selesai,Negatif
HelloTalk,1,kalo mau karokean mikrofon nya ga nyala ga ada suara gmn mau nyanyi suaranya juga ga ada terus juga perbayar menurut ku kurang asik,kalo karokean mikrofon nyala suara gmn nyanyi suara bayar asik,Negatif
HelloTalk,5,"apk nya sebenernya sih,,udah bagus baguss banget,, tapi di aku banyak iklan,dan kalo mau translate kaya nya cuman 60 pesan doang,kalo mau semua pesan di translate harus VIP,boleh gak Semua pesan itu di translate tanpa batas?,,agar aku mudah berinteraksi dengan orang di luar negri tanpa garus bolak balik.......",aplikasi sebenernya bagus bagus banget iklan kalo translate kaya pesan doang kalo pesan translate vip pesan translate batas mudah interaksi orang negeri garus bolak,Negatif
HelloTalk,1,"Selalu berbayar dan membosankan, gak bisa diganti atau dirubah",bayar bosan ganti rubah,Negatif
HelloTalk,1,"aplikasi nya bagus dan high recommended buat temen temen yg mau belajar langsung sm native speaker tapi kecewa banget sm limit waktunya, dulunya gk begitu. ini kayak maksa bangt biar upgrade ke VIP",aplikasi bagus high recommended temen temen ajar langsung native speaker kecewa banget limit dulunya kayak maksa bangt biar upgrade vip,Negatif
HelloTalk,2,"ksh bntng 2 dlu soalnya hrs di byr dlu bru bsa krm pesan, ya kalo nggk di byr nggk bsa krm psn",ksh bntng dlu hrs byr dlu bru bsa krm pesan kalo nggk byr nggk bsa krm psn,Negatif
HelloTalk,1,ga bisa daftar pake fb dn Google njir apaan bgt download mlh bgni,daftar pakai google njir banget download mlh bgni,Negatif
HelloTalk,1,"udah ga bisa di download lagi, katanya penyimpanan penuhÂ²â°â°, padahal masih ada ruang, emng butuh seberapa luas ruang buat download nih apk?? padahal dulu masih bisa sekarang ga bisa. apa harus se luas samudra baru bisa?? haha what a funny. download apk lain yg lebih gede aja bisa ini, tapi apk ini?? ga bisa. cape bgt udah ngulang 6 kali juga.",download simpan penuh ruang emng butuh luas ruang download aplikasi luas samudra haha what funny download aplikasi gede aplikasi cape banget ngulang kali,Negatif
HelloTalk,1,"Teman saya membeli VIP seumur hidup di HelloTalk,dia juga menghabiskan banyak uang di aplikasi ini dengan membeli banyak koin , tetapi akunnya diblokir karena sekelompok pengguna melaporkannya secara bersamaan hanya karena tidak suka. HelloTalk tidak mengembalikan uang, padahal pembelian masih berlaku. Hati-hati membeli VIP di aplikasi ini â€” akun Anda bisa dihapus kapan saja tanpa alasan jelas, dan dana tidak dikembalikan.",teman beli vip umur hidup habis uang aplikasi beli koin akun blokir kelompok guna lapor sama suka kembali uang beli laku hatihati beli vip aplikasi akun hapus alas dana kembali,Negatif
HelloTalk,4,"Menarik dapat mengenal banyak teman disini, hanya saja biaya untuk VIP terbilang mahal",tarik kenal teman biaya vip bilang mahal,Negatif
HelloTalk,1,"terlalu banyak iklan + gabisa akses sepuasnya karena rata"" semuanya premium",iklan tidak bisa akses puas premium,Negatif
HelloTalk,3,seandainya aplikasi ini gratis kek Whatsapp pasti seru,anda aplikasi gratis whatsapp seru,Negatif
HelloTalk,3,"apk nya bagus tapi saya g bisa nemuin temen pada seleb semua udh tua"" lagi ðŸ˜­ mana apk nya berbayar jga ðŸ¥²",aplikasi bagus nemuin temen seleb tua aplikasi bayar jga,Negatif
HelloTalk,4,aplikasi nya memang bagus tapi kenapa jadi berbayar sikh balik lagi dongg kayak dulu masa mau translate harus bayar Sikh njg,aplikasi bagus bayar sikh dongg kayak translate bayar sikh njg,Negatif
HelloTalk,1,"sebagaimana dikeluhkan banyak pengguna,kurang bijak dalam pemblokiran akun, merasakan sistem otoriter versi media, jangan pernah beli vip atau apapun saran saya, karena anda bisa dibanned permanent secara sepihak hanya karena laporan beberapa pengguna yang tidak suka.",keluh guna bijak blokir akun rasa sistem otoriter versi media beli vip saran dibanned permanent lapor guna suka,Negatif
HelloTalk,1,akun saya tiba2 keluar dan diblokir ga bisa masuk dengan email yang sama. email cs hellotalk berkali-kali blm ada balasan satupun. tlg atasin permasalahan saya,akun tiba2 blokir masuk email email berkalikali balas satu tlg atasin masalah,Negatif
HelloTalk,1,semuanya hampir wajib VIP yang pastinya gak murah dan nyebelin gitu waktu pencet apa pencet apa harus bayar lagi bayar lagi jadi gak bebas buat kenalan atau sekedar berinteraksi karna dibuat gak nyaman,wajib vip pasti murah nyebelin gitu pencet pencet bayar bayar bebas kenal dar interaksi nyaman,Negatif
HelloTalk,3,bagus sih bisa belajar bahasa juga tapi orang di dalam nya sombong sombong,bagus ajar bahasa orang sombong sombong,Negatif
HelloTalk,5,banyak bug nyh ðŸ˜‘,bug nyh,Negatif
