app_name,rating,review,preprocessed_text
Duolingo,5,seruu karna duolingo aku bisa bahasa inggris😵‍💫❤️,seru bahasa inggris
Duolingo,4,so good,bagus
Duolingo,5,karena untuk belajar bahasa,ajar bahasa
Duolingo,5,Duolingo sangat bagus dan dapan di main kan kaban aja aku punya satu permintaan 2026 apakah duolingo bakalan update,bagus main kaban minta update
Duolingo,5,bagus dan membantu,bagus bantu
Duolingo,5,seru banget deh,seru banget
Duolingo,5,nilai bahasa inggris ku bertambah,nilai bahasa inggris tambah
Duolingo,5,aplikasi ini sangat seru sekali . . . . . . .... .. .. .. . . . . . . . . . . . . . . . . . . . . .,aplikasi seru
Duolingo,4,"dari aplikasi sih, udah bagus, tapi aku kasih bintang 4 soalnya pas suruh niruin kalimat atau ngomong gitu padahal aku udah bener tapi tetep salah",aplikasi bagus kasih bintang sesuai suruh niruin kalimat ngomong gitu tetep salah
Duolingo,5,Duolingo membantu kita untuk mengasah kemampuan bahasa inggris kita pokoknya best bangetlah sma duolingo. Terimaksih Duolingo,bantu asah mampu bahasa inggris pokok best banget sma terimaksih
Duolingo,1,tolong iklan dihapus dan hati nya ditambah lgi masa harus premium dulu kasian yg mau belajar bahasa gak premium?! Cih mana pas di terakhir salah nya tambah lgi gak lo hati nya? 🤢😒,tolong iklan hapus hati tambah lgi premium kasi ajar bahasa premium cih sesuai salah lgi hati
Duolingo,5,aku suka baget karna aplikasi ini saya bisa bahasa jepan,suka baget aplikasi bahasa jepan
Duolingo,5,"pembelajaran nya seru banget, saya suka belajar di Duolingo, terimakasih sudah membuat aplikasi Duolingo",ajar seru banget suka ajar terimakasih aplikasi
Duolingo,5,bagus banget buat yang mau belajar bahasa atau mau liburan tapi ga tau bahasa nyaa😖😖,bagus banget ajar bahasa libur tau bahasa nyaa
Duolingo,5,Aplikasi nya bagus jadi aku kasih bintang 5,aplikasi bagus kasih bintang
Duolingo,5,apk nya bagus 🤭,aplikasi bagus
Duolingo,5,Bagus untuk belajar bahasa inggris,bagus ajar bahasa inggris
Duolingo,4,bermanfaat sekali untuk saya..👍💯,manfaat
Duolingo,5,ini bagus sekali aku aku jadi dapat cepat memahami bahasa nya dan itu aku tulis di buku supaya aku bisa lebih mengerti seneng deh rasanya terimakasih duolingo,bagus cepat paham bahasa tulis buku erti neng terimakasih
Duolingo,5,aku bisa belajar di rumah karna ada duolinggo terimakasih yaa duolinggo aku bisa pintar sekarang!,ajar rumah duolinggo terimakasih duolinggo pintar
Duolingo,5,good,bagus
Duolingo,5,cukup bagus untk bljr,bagus untk ajar
Duolingo,5,game ini sangat membantu saya mengerti dan memahami,game bantu erti paham
Duolingo,5,bagus banget 🥴😶‍🌫️,bagus banget
Duolingo,5,gara-gara aplikasi ini aku bisa bahasa cina dengan mudah lop deh buat yang buat aplikasi nya,garagara aplikasi bahasa cina mudah lop aplikasi
Duolingo,5,bagus pelajarannya alhamdulillah bisa kebantu banget dengan duolingo,bagus ajar alhamdulillah bantu banget
Duolingo,4,sangat bagus sekali tapi sayangnya game ini online aku jadi tidak bisa bermain aplikasi belajar seru ini jika sedang offline 😓😓😓,bagus sayang game online main aplikasi ajar seru offline
Duolingo,5,gem ini seru mudah-mudahan lagih jawabannya dan aku suka dengan gem ini,game seru mudahmudahan lagih jawab suka game
Duolingo,5,"woww , terimakasih telah membantuku dalam bahasa Inggris, jadi di sekolah ku aku dapat nilai seratus dari guru ku ! bagus banget , selain buat belajar bias jadi permainan",woww terimakasih bantu bahasa inggris sekolah nilai ratus guru bagus banget ajar bias main
Duolingo,5,sangat bagus buat belajar bahasa china,bagus ajar bahasa china
Duolingo,5,bagus,bagus
Duolingo,5,bisa membantu untuk belajar,bantu ajar
Duolingo,5,sangat bagus sangat bermanfaat,bagus manfaat
Duolingo,4,berguna banget buat belajar anak agar bisa belajar bahasa,guna banget ajar anak ajar bahasa
Duolingo,5,makasih ya duolingo saya jadi lancar belajar inggris jadi usaha saya gak pernah berubah termakasih duolingo mantappp👍👍👍👍,makasih lancar ajar inggris usaha ubah termakasih mantappp
Duolingo,5,sangat cocok untuk belajar bahasa lain,cocok ajar bahasa
Duolingo,5,sangat bagus,bagus
Duolingo,5,karna duolingo aku jadi bisa bahasa Jepang 😻😻😻,bahasa jepang
Duolingo,5,sangat bagus plikasi nya,bagus plikasinya
Duolingo,5,sangat bagus dan sangat membantu untuk belajar bahasa lainnya,bagus bantu ajar bahasa
Duolingo,5,bagus banget GG gaming banget 3 gaming uchiha,bagus banget gaming banget gaming uchiha
Duolingo,5,bagus banget,bagus banget
Duolingo,4,lumayan bagus sangat membantu,lumayan bagus bantu
Duolingo,5,sangat bagus,bagus
Duolingo,5,"menurut saya apk duolingo ini bagus,juga kosakatanya di ulang² jadi mudah untuk menghafal..pokoknya debest bgt 👍🥳😍",aplikasi bagus kosakata ulang mudah hafal pokok debest banget
Duolingo,5,aku sangat suka aplikasinya terimakasih ya udah dibuat,suka aplikasi terimakasih
Duolingo,5,bagus bisa buat anak anak belajar bahasa Inggris,bagus anak anak ajar bahasa inggris
Duolingo,5,Duolingo membuat ak jad bisa bahasa Inggris Duolingo hebat,jad bahasa inggris hebat
Duolingo,5,apk ini sangat bagus sekali kalian juga harus download ini,aplikasi bagus download
Duolingo,5,media pembelajaran bahasa yang menyenagkan,media ajar bahasa menyenagkan
Duolingo,5,seru belajar bahasa inggris mudah,seru ajar bahasa inggris mudah
Duolingo,4,"bagus banget buat belajar bahasa luar😍 suka bgt,cuma energinya boros bgt,mau beli yg super tapi gaada uang,jadi harus nunggu beberapa jam dulu deh,tapi bagus kok,aku suka.",bagus banget ajar bahasa luar suka banget energi boros banget beli super gaada uang nunggu jam bagus suka
Duolingo,5,keren,keren
Duolingo,4,baik sekali,
Duolingo,5,bagus,bagus
Duolingo,5,"gamsahabnida, akhirnya bisa belajar hangul gratis",gamsahabnida ajar hangul gratis
Duolingo,5,terbaik 👍💯,baik
Duolingo,4,pembelajaran nya seru tapi karena saya sumbing jadi susah buat rekam audio nya,ajar seru sumbing susah rekam audio
Duolingo,5,bagus banget buat pemula and yang mau melancarkan bahasa nya,bagus banget mula and lancar bahasa
Duolingo,5,bisa saya belajar Inggris sangat yang terbaik menurut aku,ajar inggris baik
Duolingo,5,karna ini ak bisa bahasa Inggris 😆😆,bahasa inggris
Duolingo,5,menyenangkan seru banget aku suka belajar di sini,senang seru banget suka ajar
Duolingo,5,bagus banget,bagus banget
Duolingo,5,saya jadi semngat belajar nyaa,semngat ajar nyaa
Duolingo,5,sangat membantu,bantu
Duolingo,5,"ga nyangka dengan aplikasi ini bisa lepas dari game online, ditambah cara belajarnya seru, jadi asyik sendiri kalo udah pake aplikasi ini. thank you duolingo!",nyangka aplikasi lepas game online tambah ajar seru asik kalo pakai aplikasi thank you
Duolingo,5,mantap,mantap
Duolingo,5,Sangat menyenangkan edukatif,senang edukatif
Duolingo,5,asli seru namge,asli seru namge
Duolingo,5,"seru dan tidak susah sama sekali, pasti anak anak yang belajar disini akan suka",seru susah anak anak ajar suka
Duolingo,5,bagus bangat aplikasi nyaaaaa,bagus bangat aplikasi nyaaaaa
Duolingo,5,"Sangat membantu orang tolol seperti saya, sehingga bisa berbahasa inggris",bantu orang tolol bahasa inggris
Duolingo,5,aplikasinya bagus banget GK ada yg ngebug cuyy kalian wajib download ini cuyy jadi aku kasih reting bintang 🌟 5,aplikasi bagus banget ngebug cuyy wajib download cuyy kasih reting bintang
Duolingo,4,lumayan lah bisa cepet ingat tapi kalau tapi jangan banyakin premium yah kaya apk edit sebelah🗿,lumayan cepat banyakin premium kaya aplikasi edit belah
Duolingo,5,sangant menyenangkan,sangant senang
Duolingo,5,suka banget tiba-tiba jadi suka beljar bahasa Inggris setelah kenal aplikasi ini,suka banget tibatiba suka beljar bahasa inggris kenal aplikasi
Duolingo,4,"satu saja, tolong di sesi cerita jangan ada (gay/hubungan sesama jenis) itu membuat saya ngeri dan terasa menjijikan. tolong pakai hubungan yang normal seperti umumnya bukan hubungan yang membuat penyakit.",tolong sesi cerita gayhubungan jenis ngeri jijik tolong pakai hubung normal hubung sakit
Duolingo,5,"asyik banget..soalnya banyak ngasah indra kita,ada storynya,ya pokoknya seru deh",asik banget ngasah indra storynya pokok seru
Duolingo,3,terkadang saat latihan berbicara duolingo tidak mendengar,terkadang latih bicara dengar
Duolingo,5,KEREN,keren
Duolingo,5,mantap,mantap
Duolingo,4,game yang sangat penting,game
Duolingo,5,"seru bangettt, aku jadi bisa sedikitnya bahasa koreaa",seru banget bahasa koreaa
Duolingo,1,bagus banget👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,bagus banget
Duolingo,5,BAGUSSS,bagus
Duolingo,5,aplikasi bagus mudah dipelajari,aplikasi bagus mudah ajar
Duolingo,5,good aplikation,bagus aplikation
Duolingo,1,gaada,gaada
Duolingo,5,sangat membantu penambahan untuk bahasa Inggris ku selain di sekolah.,bantu tambah bahasa inggris sekolah
Duolingo,5,pelajaran ini membuat saya menjadi pintar,ajar pintar
Duolingo,5,"menurut saya ini sangat mendukung anak-anak untuk belajar terutama saya yang masi ditahap belajar,cara bacanya bagus,ga sepele gtu,dan mudah buat dipelajari ayo catat,dan pelajari berbagai bahasa!!! tapi tolong kurang-kurangin kaya lgbt di aplikasinya,saya tidak nyaman🥰",dukung anakanak ajar mas tahap ajar baca bagus sepele gtu mudah ajar ayo catat ajar bahasa tolong kurangkurangin kaya lgbt aplikasi nyaman
Duolingo,4,"Entah kenapa duolingo sekarang lama banget loadingnya. Hampir tiap hari kelamaan loading, waktu makin tebuang-buang hanya untuk streak hari aman",banget loadingnya loading tebuangbuang streak aman
Duolingo,5,Pake ni apk bisa langsung belajar bahasa apapun,pakai aplikasi langsung ajar bahasa
Duolingo,5,so nice bro,bagus bro
Duolingo,5,"bagus dan mudah belajar bahasa Inggris,Terima kasih",bagus mudah ajar bahasa inggris terima kasih
Duolingo,5,gamenya sangat seru sekali,gamenya seru
Duolingo,5,karna bisa untuk belajar juga,ajar
Duolingo,5,menyenangkan,senang
Duolingo,5,ganenya bagus banget,gamenya bagus banget
Duolingo,5,sangat bagus dan mendidik untu anak anak atau orang yang mau belajar bahasa dari kata yang paling mudah di ingat dan di mengerti,bagus didik untu anak anak orang ajar bahasa mudah erti
Duolingo,5,aplikasi yang bagus cocok untuk pemula dan bisa dipakai dimana saja perfect,aplikasi bagus cocok mula pakai mana perfect
Duolingo,5,bagus buat blajar,bagus blajar
Duolingo,5,meningkatkan bahasa Inggris ku,tingkat bahasa inggris
Duolingo,5,bagus,bagus
Duolingo,5,ini sangat² membantu saya untuk belajar b.inggris,sangat bantu ajar binggris
Duolingo,5,seruu,seru
Duolingo,5,sangat menyenangkan belajar di sini,senang ajar
Duolingo,5,amazing😀,amazing
Duolingo,5,bagus sekali,bagus
Duolingo,5,bisa belajar lancar menggunakan bahasa Inggris,ajar lancar bahasa inggris
Duolingo,5,bagus banget bikin happy dan juga pintar,bagus banget bikin happy pintar
Duolingo,5,ini memang seru,seru
Duolingo,5,aplikasi yang bagus😍,aplikasi bagus
Duolingo,5,seru,seru
Duolingo,4,seru juga sih tapi harus luangin waktu soalnya kegiatan aku padat,seru luangin giat padat
Duolingo,1,tambahin fitur ìzin dong masak gw sakit di suruh nyalain api,tambahin fitur zin masak sakit suruh nyalain api
Duolingo,5,seru dan membantu serta mudah dipahami,seru bantu mudah paham
Duolingo,5,sangat membantu,bantu
Duolingo,5,sangat bagus untuk belajar bahasa-bahasa yang berada di dunia,bagus ajar bahasabahasa dunia
Duolingo,4,sangat bagus gem nya dan bisa meningkatkan bahasa Inggris,bagus game tingkat bahasa inggris
Duolingo,5,sangat cocok untuk belajar,cocok ajar
Duolingo,5,bahasa Inggris saya sudah mulai lancar,bahasa inggris lancar
Duolingo,5,mks ya udh buat ini aku jadi bisa belajar dan rangking 1 di sekolah makasih yang udah buat ini ya sekali lagi terima kasih ya udah buat aku jadi pintar dulu kalo gak ada kamu aku gak bisa jawab ujian dan lain-lain makasih ya yang buat ini aku mau mengucapkan sampai universitas kamu masih ada ya soalnya kalau kamu gak ada aku jadi bodoh kalao gak kamu soalnya aku masih sd semoga ya buat ini baik-baik ya murah rezeki dan semoga game kamu ini sukses ya maks semua udah baca chat aku bye semua dadah°,mks ajar rangking sekolah makasih terima kasih pintar kalo uji lainlain makasih universitas bodoh kalao moga baikbaik murah rezeki moga game sukses maks baca chat bye dadah
Duolingo,5,niceee,bagus
Duolingo,5,bagus untuk yang suka dan mau belajar bahasa inggris,bagus suka ajar bahasa inggris
Duolingo,4,sangat mmbntu,mmbntu
Duolingo,5,bagus banget bisa nih buat belajar bahasa dikit dikit,bagus banget ajar bahasa dikit dikit
Duolingo,5,bagus,bagus
Duolingo,5,okeeee,okeeee
Duolingo,5,seruu plis,seru plis
Duolingo,5,bgus banget pokoknya mah,bgus banget pokok mah
Duolingo,5,sangat baik,
Duolingo,5,bagus kata aku,bagus
Duolingo,5,"Aplikasi nya bagus dan berguna untuk belajar bahasa tapi, setiap saat pasti ada pertanyaan yang sama yang membuat saya bosan dengan pertanyaan yang sama",aplikasi bagus guna ajar bahasa bosan
Duolingo,5,terimakasih telah menjadi gru les samping an sy,terimakasih gru les samping
Duolingo,5,mantap,mantap
Duolingo,1,masih satu aplikasi tapi beda fitur spesifikasi temenku pakenya energi terus bisa pake penutur indo pas belajar bahasa lain tapi kalo sistemku pakenya hati terus harus nyelesain belajar bahasa yang pertama dulu,aplikasi beda fitur spesifikasi temenku pakenya energi pakai tutur indo sesuai ajar bahasa kalo sistem pakenya hati nyelesain ajar bahasa
Duolingo,4,nice,bagus
Duolingo,5,"sangat bagus, cocok untuk belajar bagi pemula",bagus cocok ajar mula
Duolingo,1,"malah menyuarakan lgbt, padahal bagus loh. cuman aku agak sedikit terganggu sama cara kalian nyelipin lgbt di dalamnya. ga banget buat anak anak 👎👎👎 geli jujur setiap baca atau dengernya huekk",suara lgbt bagus loh ganggu nyelipin lgbt dalam banget anak anak geli jujur baca dengernya huekk
Duolingo,5,"NI APK PERFECT BANGET, berkat apk ini saya bisa belajar bahasa inggris dgn cepat dan mudah dipahami ga ngebosenin samsekk, jgnn ragu download gaiss. kalo banyak iklan ya wajar dongg soalnya apk ini gratis kalo gamau iklan premium sana.",aplikasi perfect banget berkat aplikasi ajar bahasa inggris cepat mudah paham ngebosenin samsekk jgnn ragu download gaiss kalo iklan wajar dongg aplikasi gratis kalo gamau iklan premium
Duolingo,5,"keren banget saya suka, terimaksi telah membuat aplikasi seperti ini. ini sangat membantu vocabulary saya",keren banget suka terimaksi aplikasi bantu vocabulary
Duolingo,4,duolingo hebat berbahasa inggris,hebat bahasa inggris
Duolingo,5,berguna. is really easy,guna really easy
Duolingo,5,membantu buat belajar... terbaiiik laah,bantu ajar terbaiiik laah
Duolingo,5,bermanfaat!!,manfaat
Duolingo,5,keren,keren
Duolingo,5,"BAGUSS BANGETT,,,,, SEMANGAT DUOLINGO",bagus banget semangat
Duolingo,5,Seru banget aku bisa mengetahui bahasa Indonesia nya😆🙌,seru banget bahasa indonesia
Duolingo,2,membayar aku kira engak 😭😭😭,bayar engak
Duolingo,5,Duolingo membantu pelajaran menjadi mudah dan seru sekali dan Duolingo bisa untuk belajar dan bermain jadi seru untuk pemula terimakasih Duolingo,bantu ajar mudah seru ajar main seru mula terimakasih
Duolingo,5,lumayan bantu,lumayan bantu
Duolingo,5,mantap,mantap
Duolingo,1,"aplikasi badjingan.. gw mau ngecancel max, kgk bisa bisa anj daritadi...",aplikasi badjingan ngecancel max kgk anj daritadi
Duolingo,5,"Bagus,Terus Soalnya Itu Juga Lumayan Menantang 😁👍",bagus lumayan tantang
Duolingo,5,bagus sekali saya bisa belajar bahasa Inggris dengan baik,bagus ajar bahasa inggris
Duolingo,4,"ya seru bisa belajar dengan mudah, tetapi jika energi habis dan tidak punya diamond yg biru harus beli",seru ajar mudah energi habis diamond biru beli
Duolingo,5,sangat baik dalam mengajar juga mudah dipahami,ajar mudah paham
Duolingo,5,sangat di rekomendasi 👍,rekomendasi
Duolingo,5,Bagus,bagus
Duolingo,5,ini sangat keren namun aku tidak memakai nya sering mungkin duo kau bisa lebih menarik lagi mungkin,keren pakai duo kau tarik
Duolingo,5,seru dan menyenangkan dan bisa lebih lancar baca bahasa inggris dan nggak ngebosenin pokoknya bagus banget terimakasih aku udah bisa baca bahasa inggris 🫶🤍💞🤍💞🤍💞🙏🙏,seru senang lancar baca bahasa inggris ngebosenin pokok bagus banget terimakasih baca bahasa inggris
Duolingo,5,perfect,perfect
Duolingo,4,"kata katanya gampang gampang,coba dinaikkan level kesulitan kata kata biar kita bisa eksplor berbagai kata dan verb,karena itu yang terpenting",gampang gampang coba naik level sulit biar eksplor verb penting
Duolingo,5,"terimakasih karena telah membantu saya dalam mempelajari bahasa Inggris, love youuu Duolingo ❤❤❤",terimakasih bantu ajar bahasa inggris love youuu
Duolingo,5,pelajaran sangat mmbantu bagi pemula,ajar mmbantu mula
Duolingo,5,pelajarannya mudah dimengerti bagus dan seru!,ajar mudah erti bagus seru
Duolingo,5,sangat membantukuuu sangat berguna ⭐⭐⭐⭐⭐,membantukuuu guna
Duolingo,5,memuaskan aplikasi ini,muas aplikasi
Duolingo,5,bagus banget,bagus banget
Duolingo,5,Overall Good,overall bagus
Duolingo,5,Belajar bahasa jadi lebih asyik,ajar bahasa asik
Duolingo,5,"aplikasi nya lumayan lah buat ngisi waktu kosong, dan buat ngembang in level bahasa kita bisa banget pke nih aplikasi",aplikasi lumayan ngisi kosong ngembang level bahasa banget pke aplikasi
Duolingo,5,aku suka aplikasi ini untuk belajar bahasa negara lain dan aplikasinya bagus bisa di download di hp dengan ram kecil untuk pembuat duolingo terimakasih telah membuat aplikasi berguna ini😊😊😊🙏🙏🙏😁😁👍,suka aplikasi ajar bahasa negara aplikasi bagus download ram buat terimakasih aplikasi guna ini
Duolingo,5,bagus aku sukai itu,bagus suka
Duolingo,5,kereeeeeennnnn!!!!,kereeeeeennnnn
Duolingo,5,"aplikasi bagus bisa untuk belajar belajar bahasa asing dan menulis, ok segitu aja👌🤩",aplikasi bagus ajar ajar bahasa asing tulis oke segitu aja
Duolingo,5,naikin perinkat dong,naikin perinkat
Duolingo,1,"kok grandma diartikan sebagai cucu dan juga nenek diasaat yang sama? ini lagi kalimat aku suka menonton konser malah jadi i like watching the concert, ini kan bearti dia membicarakan spesifik konser yang sedang dia tonton, gimana bisa tau bahwa dia membicarakan spesifik konser yang dia tonton atau semua konser? Acara besar itu sangat menyenangkan malah diartikan jadi Big events are so fun, kan ada kata itu, artinya dia membicarakan spesifik 1 acara, bukan banyak acara",grandma arti cucu nenek diasaat kalimat suka tonton konser like watching the concert bearti bicara spesifik konser tonton gimana tau bicara spesifik konser tonton konser acara senang arti big events are fun bicara spesifik acara acara
Duolingo,5,seru bangettt. Walaupun energi sempet habis tapi nanti lagi main lagiii. Seruuuu bangettttttttttt,seru banget energi sempet habis main lagiii seru bangettttttttttt
Duolingo,5,Terimakasih duolingo,terimakasih
Duolingo,5,"bagus aplikasi nya, sangat menyenangkan",bagus aplikasi senang
Duolingo,5,sangat membantu,bantu
Duolingo,5,ini sangat membantu saya dalam belajar bahasa inggris. saya menjadi bisa mejawab ketika pelajaran bahasa inggris walaupun belum terlalu lancar.,bantu ajar bahasa inggris mejawab ajar bahasa inggris lancar
Duolingo,5,absolutely amazing,absolutely amazing
Duolingo,5,"BAGUS BANGET, aku jadi tau banyak bahasa disinii🤍🤍 worth it yaa",bagus banget tau bahasa sini worth
Duolingo,5,bagus kita bisa belajar bahasa bahasa lain bermanfaat 😁😁,bagus ajar bahasa bahasa manfaat
Duolingo,4,Sangat Oke buat belajar bahasa dengan versi game,oke ajar bahasa versi game
Duolingo,5,"aplikasi ini bisa untung pelajar yang ingin mempelajari segala bahasa, saya menyukainya",aplikasi untung ajar ajar bahasa suka
Duolingo,5,sangat bagus bisa bermain dan belajar,bagus main ajar
Duolingo,5,sangat menarik,tarik
Duolingo,4,aplikasi yg bermanfaat,aplikasi manfaat
Duolingo,2,pelajaran nya di ulang terus dan kaya ga ada kata lain👎🏼,ajar ulang kaya lain
Duolingo,5,bagus,bagus
Duolingo,5,wow sangat seru,wow seru
Duolingo,5,"bagusan bangetttt, kadang kalo belajar b.inggris dan matematika cepat paham, pokoknyaaa baguuss dann seruu dehh",bagus bangetttt kadang kalo ajar binggris matematika cepat paham pokoknyaaa baguuss dann seru dehh
Duolingo,1,bagus buat pemula tapi kenapa harus ada unsur lgbt nya padahal kalo normal worth it bgt buat pemula:(,bagus mula unsur lgbt kalo normal worth banget mula
Duolingo,5,bagus bangett bisa buat belajar,bagus banget ajar
Duolingo,5,aku jadi pintar karena ini,pintar
Duolingo,5,"saya bisa bahasa Mandarin, karena duolingo",bahasa mandarin
Duolingo,5,good apk,bagus aplikasi
Duolingo,5,sangat bagus,bagus
Duolingo,5,Sangat mudah,mudah
Duolingo,5,"makasih lho ya udah nemenin belajar, udah gitu pas aku lagi ga minat belajar dia nyemangatin terus jadinya kan ak terharu+jadi semangat bekajarrrr🥲makasih yahhhh❤",makasih lho nemenin ajar gitu sesuai minat ajar nyemangatin terharujadi semangat bekajarrrr makasih yahhhh
Duolingo,5,bikin aku pinterr,bikin pinterr
Duolingo,5,aplikasi yang seru untuk belajar bahasa Inggris,aplikasi seru ajar bahasa inggris
Duolingo,5,keren,keren
Duolingo,5,menurut saya aplikasi ini saat cocok buat belajar bahasa dan cepat buat di hafal,aplikasi cocok ajar bahasa cepat hafal
Busuu,5,good,bagus
Busuu,3,"secara umum bagus, disini kita bisa belajar Grammar bahasa Perancis. hanya saja kurang dari 20℅ mata pelajaran yg free, sdh ngga bisa di lanjutkan lagi. terimakasih",bagus ajar grammar bahasa perancis mata ajar free sdh lanjut terimakasih
Busuu,5,"cocok buat pemula yang ingin belajar bahasa Inggris, mudah di pahami Rekomendasi banget",cocok mula ajar bahasa inggris mudah paham rekomendasi banget
Busuu,5,sangat bagus aplikasi nya,bagus aplikasi
Busuu,5,aplikasi ini sangat berguna apalagi saya pelajar ingin sekali bahasa Jepang 👍👍👍,aplikasi guna ajar bahasa jepang
Busuu,5,aplikasinya kren,aplikasi kren
Busuu,5,keren buanget,keren buanget
Busuu,5,lumayan,lumayan
Busuu,5,"mantap ini, app bagus buat belajar",mantap aplikasi bagus ajar
Busuu,5,saya bisa mempelajari bahasa Inggris lebih dalam.,ajar bahasa inggris
Busuu,5,boleh lah,
Busuu,5,bagus untuk belajar bahasa asing,bagus ajar bahasa asing
Busuu,5,membantu,bantu
Busuu,5,bintang 🌟🌟🌟🌟🌟 deh pokoknya,bintang pokok
Busuu,5,Ui nya agak lola aja sih,lola
Busuu,4,great,great
Busuu,5,mantapp,mantapp
Busuu,5,sangat bagus untuk di pelajari,bagus ajar
Busuu,5,mantapp.. saya sangat suka,mantapp suka
Busuu,5,Mantaps,mantaps
Busuu,5,please fix the bugs. saya tidak bisa masuk kembali dengan gmail yang sudah terdaftar ataupun dengan nomor telepon. tampilan selalu kembali ke awal pilihan bahasa.,please fix the bugs masuk gmail daftar nomor telepon tampil pilih bahasa
Busuu,5,keren,keren
Busuu,5,BAGUS BGT GA BOONG,bagus banget boong
Busuu,4,asik geratissanya,asik geratissanya
Busuu,4,Sangat bagus,bagus
Busuu,5,bagus buat pemula,bagus mula
Busuu,5,NICE!,bagus
Busuu,3,sudah bayar 52 rb ambil yg perbulan kok masih ada iklan dan akun masih belum premium,bayar ambil bulan iklan akun premium
Busuu,5,saya senang bergabung,senang gabung
Busuu,5,"Worth it banget, aplikasi nya bagus buat pemula",worth banget aplikasi bagus mula
Busuu,5,good 💯,bagus
Busuu,5,"Mudah diikuti, penjelasannya simpel to the point.",mudah ikut jelas simpel the point
Busuu,4,kalau bisa ada widgetnya buat pengingat harian,widgetnya ingat hari
Busuu,5,lumayan ngisi waktu luang,lumayan ngisi luang
Busuu,5,"Aplikasi ini sangat bagus untuk kita belajar berbagai bahasa dan cara penyebutannya,jujur seneng banget pas ketemu aplikasi ini karna aku bisa lanjutin mimpi aku buat belajar bahasa jepang sampai bisa, makasih buat developer nya💝",aplikasi bagus ajar bahasa sebut jujur neng banget sesuai ketemu aplikasi lanjutin mimpi ajar bahasa jepang makasih developer
Busuu,5,aplikasi nya bagus buat belajar bahasa yang mau dipelajari,aplikasi bagus ajar bahasa ajar
Busuu,4,Bagus,bagus
Busuu,5,bagus,bagus
Busuu,5,aplikasinya bagus banget,aplikasi bagus banget
Busuu,5,suka banget ni dgn apliksi,suka banget apliksi
Busuu,5,"Aplikasi belajar yg bagus untuk kita yg ingin menambah skil bahasa, tetapi mengapa akhir akhir ini ketika di buka aplikasinya, tiba tiba keluar sendiri, tolong masukannya developer busuk yg terhormat.",aplikasi ajar bagus tambah skil bahasa buka aplikasi tolong masuk developer busuk hormat
Busuu,3,awalnya sangat dipermudah tapi setelah beberapa hari GK bisa dipake kesalahan jaringan padahal wifiku baik2 aja kenceng sinyalnya sangat memperihatinkan 👎,mudah dipake salah jaring wifiku baik2 kenceng sinyal memperihatinkan
Busuu,4,sangat membantu dan di samping itu lengkap dengan penjelasannya,bantu samping lengkap jelas
Busuu,5,mantep,mantep
Busuu,4,"ga dapet pengetian,cuma kadang ngeti dikit,overall soo gooddd",dapet keti kadang ngeti dikit overall soo bagus
Busuu,5,apk yaang bermanfaat dan seruu poll wajibb downloadd sihh👍🏻👍🏻😘,aplikasi yaang manfaat seru poll wajibb downloadd sihh
Busuu,5,"bagus sii, mantap lah buat pelajar 🤌🏼",bagus sii mantap ajar
Busuu,5,SUMPAHH BAGUS BANGET,sumpahh bagus banget
Busuu,5,"Baguss bgt dripada apk sebelahhh, penjelasannya mudah dipahami juga!!❤️👌",bagus banget dripada aplikasi sebelahhh jelas mudah paham
Busuu,5,it's so good ia membuatku bisa bahasa inggris,bagus buat bahasa inggris
Busuu,3,"stelah sya nympe di tingkat A2 jepang, ada bug ketika pelajaran yang sangat mengganggu, yaitu TULISAN JEPANG pas latihan bnyak yg terpotong,jdi gk bisa baca sepenuh nya. dan sya sering slah krna itu. untuk para developer tlong perbaiki bug nya ya. selain komplain ini busuu tetap bagus bagi saya. trimakasih",stelah sya nympe tingkat jepang bug ajar ganggu tulis jepang sesuai latih bnyak potong baca sepenuh sya slah krna developer tlong baik bug komplain bagus trimakasih
Busuu,5,baik bagus sekali,bagus
Busuu,5,menyenangkan,senang
Busuu,4,membantu saya dalam belajar bahasa asing. thank you so much.,bantu ajar bahasa asing thank you much
Busuu,5,aplikasi yang berguna banget cik,aplikasi guna banget cik
Busuu,5,bagussss!,bagus
Busuu,5,sangat membantu penyesuaiam kalimat👍,bantu penyesuaiam kalimat
Busuu,5,really helpfull,really helpfull
Busuu,3,kebanyakan iklan?! bisa di ingin gak? 🙏,banyak iklan
Busuu,5,lop lop dahh,lop lop dahh
Busuu,5,"ini aplikasi bagus banget, dibarengin sama duolingo atau memrise makin mantep dah gw lagi belajar bahasa spanyol dan udah mulai bisa ngerti² percakapan sederhana sedikit ²",aplikasi bagus banget dibarengin memrise mantep ajar bahasa spanyol ngerti cakap sederhana
Busuu,5,baguss,bagus
Busuu,5,Mantab puooll,mantab puooll
Busuu,5,nice,bagus
Busuu,5,"kerennnnn, 3S , santay, simpel, suka.",kerennnnn santay simpel suka
Busuu,3,"suka banget belajar bahasa di busu, aku ga pernah masalah sama iklan karena itu sumber pemasukan untuk aplikasi nya juga, masalah nya aku baru di tahap awal banget pakai busu sudah harus premium aja, belum juga mulai loh",suka banget ajar bahasa iklan sumber pasu aplikasi tahap banget pakai premium loh
Busuu,5,apk nya bagus banget,aplikasi bagus banget
